partido_id,fecha,torneo,equipo,rival,goles,es_local,neutral,peso,elo_equipo,elo_rival,elo_diff,equipo_id,rival_id
1,2010-01-02,Friendly,Iran,North Korea,1,0,TRUE,5.577094724795699e-6,1725.381374108957,1647.9039023142968,0.1936936794866506,469,NA
1,2010-01-02,Friendly,North Korea,Iran,0,0,TRUE,5.577094724795699e-6,1647.9039023142968,1725.381374108957,-0.1936936794866506,NA,469
2,2010-01-02,Friendly,Qatar,Mali,0,1,FALSE,5.577094724795699e-6,1616.6522829843075,1677.276287885388,-0.15156001225270133,4398,NA
2,2010-01-02,Friendly,Mali,Qatar,0,0,FALSE,5.577094724795699e-6,1677.276287885388,1616.6522829843075,0.15156001225270133,NA,4398
3,2010-01-04,Friendly,Egypt,Mali,1,0,TRUE,5.598317179429227e-6,1787.6293151844031,1678.4047925966522,0.2730613064693773,2620,NA
3,2010-01-04,Friendly,Mali,Egypt,0,0,TRUE,5.598317179429227e-6,1678.4047925966522,1787.6293151844031,-0.2730613064693773,NA,2620
4,2010-01-04,Friendly,Tanzania,Ivory Coast,0,1,FALSE,5.598317179429227e-6,1463.95663450037,1851.2874894614265,-0.9683271374026412,NA,4789
4,2010-01-04,Friendly,Ivory Coast,Tanzania,1,0,FALSE,5.598317179429227e-6,1851.2874894614265,1463.95663450037,0.9683271374026412,4789,NA
5,2010-01-05,Friendly,Ghana,Malawi,0,0,TRUE,5.608958671653002e-6,1780.9906372797068,1473.4143040293416,0.7689408331259131,4469,NA
5,2010-01-05,Friendly,Malawi,Ghana,0,0,TRUE,5.608958671653002e-6,1473.4143040293416,1780.9906372797068,-0.7689408331259131,NA,4469
6,2010-01-06,AFC Asian Cup qualification,Kuwait,Australia,2,1,FALSE,1.6858861174878414e-5,1581.151883918762,1869.8542003484954,-0.7217557910743335,NA,628
6,2010-01-06,AFC Asian Cup qualification,Australia,Kuwait,2,0,FALSE,1.6858861174878414e-5,1869.8542003484954,1581.151883918762,0.7217557910743335,628,NA
7,2010-01-06,AFC Asian Cup qualification,Singapore,Iran,1,1,FALSE,1.6858861174878414e-5,1538.6302675177449,1733.1876367284594,-0.4863934230267864,NA,469
7,2010-01-06,AFC Asian Cup qualification,Iran,Singapore,3,0,FALSE,1.6858861174878414e-5,1733.1876367284594,1538.6302675177449,0.4863934230267864,469,NA
8,2010-01-06,AFC Asian Cup qualification,Thailand,Jordan,0,1,FALSE,1.6858861174878414e-5,1602.9841362486286,1553.6816708731149,0.12325616343878437,NA,2917
8,2010-01-06,AFC Asian Cup qualification,Jordan,Thailand,0,0,FALSE,1.6858861174878414e-5,1553.6816708731149,1602.9841362486286,-0.12325616343878437,2917,NA
9,2010-01-06,AFC Asian Cup qualification,Yemen,Japan,2,1,FALSE,1.6858861174878414e-5,1361.022534812319,1865.2514914451472,-1.2605723915820704,NA,627
9,2010-01-06,AFC Asian Cup qualification,Japan,Yemen,3,0,FALSE,1.6858861174878414e-5,1865.2514914451472,1361.022534812319,1.2605723915820704,627,NA
10,2010-01-07,Friendly,Rwanda,Ivory Coast,0,0,TRUE,5.6303023777982826e-6,1457.3673396982838,1854.4988456478163,-0.9928287648738313,NA,4789
10,2010-01-07,Friendly,Ivory Coast,Rwanda,2,0,TRUE,5.6303023777982826e-6,1854.4988456478163,1457.3673396982838,0.9928287648738313,4789,NA
11,2010-01-09,Friendly,Tunisia,Gambia,1,1,FALSE,5.651727302903944e-6,1721.657018104748,1492.6759957754207,0.5724525558233182,659,NA
11,2010-01-09,Friendly,Gambia,Tunisia,2,0,FALSE,5.651727302903944e-6,1492.6759957754207,1721.657018104748,-0.5724525558233182,NA,659
12,2010-01-09,Friendly,Zambia,South Korea,4,0,TRUE,5.651727302903944e-6,1589.6169155630814,1833.0223759812889,-0.6085136510455186,NA,451
12,2010-01-09,Friendly,South Korea,Zambia,2,0,TRUE,5.651727302903944e-6,1833.0223759812889,1589.6169155630814,0.6085136510455186,451,NA
13,2010-01-11,African Cup of Nations,Ivory Coast,Burkina Faso,0,0,TRUE,1.134646751206307e-5,1857.2673356467806,1576.687045158622,0.7014507262203966,4789,NA
13,2010-01-11,African Cup of Nations,Burkina Faso,Ivory Coast,0,0,TRUE,1.134646751206307e-5,1576.687045158622,1857.2673356467806,-0.7014507262203966,NA,4789
14,2010-01-11,African Cup of Nations,Malawi,Algeria,3,0,TRUE,1.134646751206307e-5,1480.5048293672473,1685.5433571845474,-0.5125963195432501,NA,624
14,2010-01-11,African Cup of Nations,Algeria,Malawi,0,0,TRUE,1.134646751206307e-5,1685.5433571845474,1480.5048293672473,0.5125963195432501,624,NA
15,2010-01-12,African Cup of Nations,Egypt,Nigeria,3,0,TRUE,1.136803530501353e-5,1794.5852097866589,1843.1482977094379,-0.1214077198069475,2620,NA
15,2010-01-12,African Cup of Nations,Nigeria,Egypt,1,0,TRUE,1.136803530501353e-5,1843.1482977094379,1794.5852097866589,0.1214077198069475,NA,2620
16,2010-01-13,African Cup of Nations,Zambia,Tunisia,1,0,TRUE,1.1389644094837406e-5,1613.6879261720903,1704.273329213279,-0.22646350760297196,NA,659
16,2010-01-13,African Cup of Nations,Tunisia,Zambia,1,0,TRUE,1.1389644094837406e-5,1704.273329213279,1613.6879261720903,0.22646350760297196,659,NA
17,2010-01-14,African Cup of Nations,Mali,Algeria,0,0,TRUE,1.1411293959463177e-5,1670.5642697121336,1618.6057576995872,0.12989628003136602,NA,624
17,2010-01-14,African Cup of Nations,Algeria,Mali,1,0,TRUE,1.1411293959463177e-5,1618.6057576995872,1670.5642697121336,-0.12989628003136602,624,NA
18,2010-01-15,African Cup of Nations,Ivory Coast,Ghana,3,0,TRUE,1.1432984976967337e-5,1840.5610772960815,1773.900111941801,0.16665241338570128,4789,4469
18,2010-01-15,African Cup of Nations,Ghana,Ivory Coast,1,0,TRUE,1.1432984976967337e-5,1773.900111941801,1840.5610772960815,-0.16665241338570128,4469,4789
19,2010-01-16,African Cup of Nations,Egypt,Mozambique,2,0,TRUE,1.1454717225574827e-5,1837.2929315892632,1545.5758951242806,0.7292925911624565,2620,NA
19,2010-01-16,African Cup of Nations,Mozambique,Egypt,0,0,TRUE,1.1454717225574827e-5,1545.5758951242806,1837.2929315892632,-0.7292925911624565,NA,2620
20,2010-01-17,African Cup of Nations,Gabon,Tunisia,0,0,TRUE,1.1476490783659279e-5,1712.957824396649,1697.898973608102,0.03764712697136702,NA,659
20,2010-01-17,African Cup of Nations,Tunisia,Gabon,0,0,TRUE,1.1476490783659279e-5,1697.898973608102,1712.957824396649,-0.03764712697136702,659,NA
21,2010-01-18,African Cup of Nations,Angola,Algeria,0,1,FALSE,1.1498305729743267e-5,1585.7901480012522,1647.3168484160328,-0.15381675103695158,NA,624
21,2010-01-18,African Cup of Nations,Algeria,Angola,0,0,FALSE,1.1498305729743267e-5,1647.3168484160328,1585.7901480012522,0.15381675103695158,624,NA
22,2010-01-18,Friendly,Finland,South Korea,0,0,TRUE,5.749152864871633e-6,1707.9547665169855,1808.95136537228,-0.25249149713823615,NA,451
22,2010-01-18,Friendly,South Korea,Finland,2,0,TRUE,5.749152864871633e-6,1808.95136537228,1707.9547665169855,0.25249149713823615,451,NA
23,2010-01-19,African Cup of Nations,Burkina Faso,Ghana,0,0,TRUE,1.1520162142498738e-5,1593.393303509321,1743.5080678991349,-0.37528691097453476,NA,4469
23,2010-01-19,African Cup of Nations,Ghana,Burkina Faso,1,0,TRUE,1.1520162142498738e-5,1743.5080678991349,1593.393303509321,0.37528691097453476,4469,NA
24,2010-01-20,Friendly,Chile,Panama,2,1,FALSE,5.771030050373532e-6,1915.0721419392173,1633.280701282292,0.7044786016423131,NA,2659
24,2010-01-20,Friendly,Panama,Chile,1,0,FALSE,5.771030050373532e-6,1633.280701282292,1915.0721419392173,-0.7044786016423131,2659,NA
25,2010-01-20,African Cup of Nations,Egypt,Benin,2,0,TRUE,1.1542060100747064e-5,1849.0824601354284,1575.0127416792093,0.6851742961405478,2620,NA
25,2010-01-20,African Cup of Nations,Benin,Egypt,0,0,TRUE,1.1542060100747064e-5,1575.0127416792093,1849.0824601354284,-0.6851742961405478,NA,2620
26,2010-01-20,Friendly,Oman,Sweden,0,1,FALSE,5.771030050373532e-6,1696.6187664384015,1803.186842941141,-0.26642019125684896,NA,466
26,2010-01-20,Friendly,Sweden,Oman,1,0,FALSE,5.771030050373532e-6,1803.186842941141,1696.6187664384015,0.26642019125684896,466,NA
27,2010-01-21,African Cup of Nations,Cameroon,Tunisia,2,0,TRUE,1.1563999683459462e-5,1853.9764253851463,1698.9818670009856,0.38748639596040163,NA,659
27,2010-01-21,African Cup of Nations,Tunisia,Cameroon,2,0,TRUE,1.1563999683459462e-5,1698.9818670009856,1853.9764253851463,-0.38748639596040163,659,NA
28,2010-01-22,Friendly,Latvia,South Korea,0,0,TRUE,5.792990484878662e-6,1600.5854600702362,1819.7097971112585,-0.5478108426025556,NA,451
28,2010-01-22,Friendly,South Korea,Latvia,1,0,TRUE,5.792990484878662e-6,1819.7097971112585,1600.5854600702362,0.5478108426025556,451,NA
29,2010-01-23,Friendly,Syria,Sweden,1,1,FALSE,5.804002019456167e-6,1673.0318169761445,1812.997821019969,-0.34991501010956144,NA,466
29,2010-01-23,Friendly,Sweden,Syria,1,0,FALSE,5.804002019456167e-6,1812.997821019969,1673.0318169761445,0.34991501010956144,466,NA
30,2010-01-23,Friendly,United States,Honduras,1,1,FALSE,5.804002019456167e-6,1870.7215005806313,1828.9001083362662,0.10455348061091285,660,NA
30,2010-01-23,Friendly,Honduras,United States,3,0,FALSE,5.804002019456167e-6,1828.9001083362662,1870.7215005806313,-0.10455348061091285,NA,660
31,2010-01-24,African Cup of Nations,Angola,Ghana,0,1,FALSE,1.1630068970347002e-5,1583.033031843933,1758.331927067505,-0.43824723805892973,NA,4469
31,2010-01-24,African Cup of Nations,Ghana,Angola,1,0,FALSE,1.1630068970347002e-5,1758.331927067505,1583.033031843933,0.43824723805892973,4469,NA
32,2010-01-24,African Cup of Nations,Ivory Coast,Algeria,2,0,TRUE,1.1630068970347002e-5,1870.9531213387477,1650.073964573352,0.5521978919134892,4789,624
32,2010-01-24,African Cup of Nations,Algeria,Ivory Coast,3,0,TRUE,1.1630068970347002e-5,1650.073964573352,1870.9531213387477,-0.5521978919134892,624,4789
33,2010-01-25,African Cup of Nations,Egypt,Cameroon,3,0,TRUE,1.1652175843634687e-5,1861.9168665783043,1843.5090167665094,0.04601962452948726,2620,NA
33,2010-01-25,African Cup of Nations,Cameroon,Egypt,1,0,TRUE,1.1652175843634687e-5,1843.5090167665094,1861.9168665783043,-0.04601962452948726,NA,2620
34,2010-01-26,Friendly,Argentina,Costa Rica,3,1,FALSE,5.837162369250021e-6,1908.143653492972,1786.6203617785695,0.3038082292860059,202,NA
34,2010-01-26,Friendly,Costa Rica,Argentina,2,0,FALSE,5.837162369250021e-6,1786.6203617785695,1908.143653492972,-0.3038082292860059,NA,202
35,2010-01-27,Friendly,South Africa,Zimbabwe,3,1,FALSE,5.848257867409635e-6,1616.89007471425,1480.1807085645705,0.34177341537419864,467,NA
35,2010-01-27,Friendly,Zimbabwe,South Africa,0,0,FALSE,5.848257867409635e-6,1480.1807085645705,1616.89007471425,-0.34177341537419864,NA,467
36,2010-01-28,African Cup of Nations,Algeria,Egypt,0,0,TRUE,1.1718748912620351e-5,1689.1237868138717,1897.4318966638893,-0.5207702746250442,624,2620
36,2010-01-28,African Cup of Nations,Egypt,Algeria,4,0,TRUE,1.1718748912620351e-5,1897.4318966638893,1689.1237868138717,0.5207702746250442,2620,624
37,2010-01-28,African Cup of Nations,Ghana,Nigeria,1,0,TRUE,1.1718748912620351e-5,1777.9970042757566,1814.2418484548737,-0.0906121104477927,4469,NA
37,2010-01-28,African Cup of Nations,Nigeria,Ghana,0,0,TRUE,1.1718748912620351e-5,1814.2418484548737,1777.9970042757566,0.0906121104477927,NA,4469
38,2010-01-30,African Cup of Nations,Nigeria,Algeria,1,0,TRUE,1.1763342133541308e-5,1786.643242212173,1667.408269987998,0.2980874305604374,NA,624
38,2010-01-30,African Cup of Nations,Algeria,Nigeria,0,0,TRUE,1.1763342133541308e-5,1667.408269987998,1786.643242212173,-0.2980874305604374,624,NA
39,2010-01-31,African Cup of Nations,Ghana,Egypt,0,0,TRUE,1.1785702337478936e-5,1805.5956105184573,1919.147413489763,-0.28387950742826434,4469,2620
39,2010-01-31,African Cup of Nations,Egypt,Ghana,1,0,TRUE,1.1785702337478936e-5,1919.147413489763,1805.5956105184573,0.28387950742826434,2620,4469
40,2010-01-31,Friendly,Jamaica,Canada,1,1,FALSE,5.892851168739468e-6,1729.038706493926,1690.3975960896687,0.09660277601064308,NA,206
40,2010-01-31,Friendly,Canada,Jamaica,0,0,FALSE,5.892851168739468e-6,1690.3975960896687,1729.038706493926,-0.09660277601064308,206,NA
41,2010-02-02,Friendly,Japan,Venezuela,0,1,FALSE,5.915275167750055e-6,1869.6973484412347,1762.5722116872555,0.2678128418849479,627,NA
41,2010-02-02,Friendly,Venezuela,Japan,0,0,FALSE,5.915275167750055e-6,1762.5722116872555,1869.6973484412347,-0.2678128418849479,NA,627
42,2010-02-06,EAFF Championship,Japan,China,0,1,FALSE,1.1920758959669843e-5,1864.35427609354,1670.3925102537216,0.4849044145995458,627,NA
42,2010-02-06,EAFF Championship,China,Japan,0,0,FALSE,1.1920758959669843e-5,1670.3925102537216,1864.35427609354,-0.4849044145995458,NA,627
43,2010-02-07,EAFF Championship,South Korea,Hong Kong,5,0,TRUE,1.1943418387441607e-5,1824.1245218835763,1339.1414406726894,1.2124577030272172,451,NA
43,2010-02-07,EAFF Championship,Hong Kong,South Korea,0,0,TRUE,1.1943418387441607e-5,1339.1414406726894,1824.1245218835763,-1.2124577030272172,NA,451
44,2010-02-10,Friendly,Argentina,Jamaica,2,1,FALSE,6.005827714883792e-6,1912.5110536222376,1735.2474237864799,0.4431590745893942,202,NA
44,2010-02-10,Friendly,Jamaica,Argentina,1,0,FALSE,6.005827714883792e-6,1735.2474237864799,1912.5110536222376,-0.4431590745893942,NA,202
45,2010-02-10,EAFF Championship,China,South Korea,3,0,TRUE,1.2011655429767584e-5,1682.450382282985,1828.168394310405,-0.36429503006854985,NA,451
45,2010-02-10,EAFF Championship,South Korea,China,0,0,TRUE,1.2011655429767584e-5,1828.168394310405,1682.450382282985,0.36429503006854985,451,NA
46,2010-02-11,EAFF Championship,Japan,Hong Kong,3,1,FALSE,1.2034487636974459e-5,1852.2964040642767,1335.0975682458609,1.2929970895460394,627,NA
46,2010-02-11,EAFF Championship,Hong Kong,Japan,0,0,FALSE,1.2034487636974459e-5,1335.0975682458609,1852.2964040642767,-1.2929970895460394,NA,627
47,2010-02-14,EAFF Championship,Japan,South Korea,1,1,FALSE,1.2103244990657985e-5,1854.0018767278345,1785.4026213992831,0.17149813832137853,627,451
47,2010-02-14,EAFF Championship,South Korea,Japan,3,0,FALSE,1.2103244990657985e-5,1785.4026213992831,1854.0018767278345,-0.17149813832137853,451,627
48,2010-02-24,Friendly,Mexico,Bolivia,5,0,TRUE,6.167642973110346e-6,1964.7241449805674,1636.974730239873,0.8193735368517361,203,NA
48,2010-02-24,Friendly,Bolivia,Mexico,0,0,TRUE,6.167642973110346e-6,1636.974730239873,1964.7241449805674,-0.8193735368517361,NA,203
49,2010-02-24,Friendly,United States,El Salvador,2,1,FALSE,6.167642973110346e-6,1849.9174183790396,1607.7138604460336,0.6055088948325152,660,NA
49,2010-02-24,Friendly,El Salvador,United States,1,0,FALSE,6.167642973110346e-6,1607.7138604460336,1849.9174183790396,-0.6055088948325152,NA,660
50,2010-02-25,Friendly,Jordan,Azerbaijan,0,1,FALSE,6.179366661253373e-6,1563.8090000198283,1435.400606815808,0.3210209830100507,2917,NA
50,2010-02-25,Friendly,Azerbaijan,Jordan,2,0,FALSE,6.179366661253373e-6,1435.400606815808,1563.8090000198283,-0.3210209830100507,NA,2917
51,2010-03-02,Friendly,Republic of Ireland,Brazil,0,0,TRUE,6.238320222796083e-6,1777.3235183909562,2141.2776077719554,-0.909885223452498,NA,205
51,2010-03-02,Friendly,Brazil,Republic of Ireland,2,0,TRUE,6.238320222796083e-6,2141.2776077719554,1777.3235183909562,0.909885223452498,205,NA
52,2010-03-03,Friendly,Algeria,Serbia,0,1,FALSE,6.250178256918224e-6,1650.66623509398,1859.265786397269,-0.5214988782582225,624,NA
52,2010-03-03,Friendly,Serbia,Algeria,3,0,FALSE,6.250178256918224e-6,1859.265786397269,1650.66623509398,0.5214988782582225,NA,624
53,2010-03-03,AFC Asian Cup qualification,Australia,Indonesia,1,1,FALSE,1.875053477075467e-5,1857.4703805491827,1401.6625353790143,1.1395196129254208,628,NA
53,2010-03-03,AFC Asian Cup qualification,Indonesia,Australia,0,0,FALSE,1.875053477075467e-5,1401.6625353790143,1857.4703805491827,-1.1395196129254208,NA,628
54,2010-03-03,Friendly,Austria,Denmark,2,1,FALSE,6.250178256918224e-6,1616.0318165373553,1804.6729638840934,-0.4716028683668452,474,NA
54,2010-03-03,Friendly,Denmark,Austria,1,0,FALSE,6.250178256918224e-6,1804.6729638840934,1616.0318165373553,0.4716028683668452,NA,474
55,2010-03-03,Friendly,Belgium,Croatia,0,1,FALSE,6.250178256918224e-6,1608.5304582162275,1900.7510014094132,-0.7305513579829642,459,477
55,2010-03-03,Friendly,Croatia,Belgium,1,0,FALSE,6.250178256918224e-6,1900.7510014094132,1608.5304582162275,0.7305513579829642,477,459
56,2010-03-03,Friendly,Bosnia and Herzegovina,Ghana,2,1,FALSE,6.250178256918224e-6,1660.3065245824548,1788.4873116615615,-0.3204519676977668,452,4469
56,2010-03-03,Friendly,Ghana,Bosnia and Herzegovina,1,0,FALSE,6.250178256918224e-6,1788.4873116615615,1660.3065245824548,0.3204519676977668,4469,452
57,2010-03-03,Friendly,England,Egypt,3,1,FALSE,6.250178256918224e-6,1996.4689552803175,1936.2557123466588,0.15053310733414663,448,2620
57,2010-03-03,Friendly,Egypt,England,1,0,FALSE,6.250178256918224e-6,1936.2557123466588,1996.4689552803175,-0.15053310733414663,2620,448
58,2010-03-03,Friendly,France,Spain,0,1,FALSE,6.250178256918224e-6,1924.882172184594,2111.0907580392595,-0.4655214646366636,478,164
58,2010-03-03,Friendly,Spain,France,2,0,FALSE,6.250178256918224e-6,2111.0907580392595,1924.882172184594,0.4655214646366636,164,478
59,2010-03-03,Friendly,Germany,Argentina,0,1,FALSE,6.250178256918224e-6,1979.1754190959928,1915.8817200177468,0.15823424769561484,481,202
59,2010-03-03,Friendly,Argentina,Germany,1,0,FALSE,6.250178256918224e-6,1915.8817200177468,1979.1754190959928,-0.15823424769561484,202,481
60,2010-03-03,Friendly,Greece,Senegal,0,1,FALSE,6.250178256918224e-6,1817.6224606131234,1641.271029123672,0.4408785787236286,NA,654
60,2010-03-03,Friendly,Senegal,Greece,2,0,FALSE,6.250178256918224e-6,1641.271029123672,1817.6224606131234,-0.4408785787236286,654,NA
61,2010-03-03,AFC Asian Cup qualification,Iran,Thailand,1,1,FALSE,1.875053477075467e-5,1760.7264479484518,1572.5933991790685,0.4703326219234583,469,NA
61,2010-03-03,AFC Asian Cup qualification,Thailand,Iran,0,0,FALSE,1.875053477075467e-5,1572.5933991790685,1760.7264479484518,-0.4703326219234583,NA,469
62,2010-03-03,Friendly,Ivory Coast,South Korea,0,0,TRUE,6.250178256918224e-6,1831.903299098228,1823.4769962461153,0.021065757130281783,4789,451
62,2010-03-03,Friendly,South Korea,Ivory Coast,2,0,TRUE,6.250178256918224e-6,1823.4769962461153,1831.903299098228,-0.021065757130281783,451,4789
63,2010-03-03,AFC Asian Cup qualification,Japan,Bahrain,2,1,FALSE,1.875053477075467e-5,1815.9275018810024,1635.539201357192,0.4509707513095259,627,NA
63,2010-03-03,AFC Asian Cup qualification,Bahrain,Japan,0,0,FALSE,1.875053477075467e-5,1635.539201357192,1815.9275018810024,-0.4509707513095259,NA,627
64,2010-03-03,AFC Asian Cup qualification,Jordan,Singapore,2,1,FALSE,1.875053477075467e-5,1540.1594200202271,1484.2740301051967,0.13971347478757593,2917,NA
64,2010-03-03,AFC Asian Cup qualification,Singapore,Jordan,1,0,FALSE,1.875053477075467e-5,1484.2740301051967,1540.1594200202271,-0.13971347478757593,NA,2917
65,2010-03-03,Friendly,Mexico,New Zealand,2,0,TRUE,6.250178256918224e-6,1969.9890964582278,1701.7207254509353,0.6706709275182311,203,2666
65,2010-03-03,Friendly,New Zealand,Mexico,0,0,TRUE,6.250178256918224e-6,1701.7207254509353,1969.9890964582278,-0.6706709275182311,2666,203
66,2010-03-03,Friendly,Netherlands,United States,2,1,FALSE,6.250178256918224e-6,2039.766925483997,1852.3654495535254,0.46850368982617907,449,660
66,2010-03-03,Friendly,United States,Netherlands,1,0,FALSE,6.250178256918224e-6,1852.3654495535254,2039.766925483997,-0.46850368982617907,660,449
67,2010-03-03,Friendly,Nigeria,DR Congo,5,1,FALSE,6.250178256918224e-6,1803.3852771061909,1537.0914511225358,0.6657345649591377,NA,2850
67,2010-03-03,Friendly,DR Congo,Nigeria,2,0,FALSE,6.250178256918224e-6,1537.0914511225358,1803.3852771061909,-0.6657345649591377,2850,NA
68,2010-03-03,Friendly,Portugal,China,2,1,FALSE,6.250178256918224e-6,1891.4544070277798,1730.1970576332774,0.403143373486256,482,NA
68,2010-03-03,Friendly,China,Portugal,0,0,FALSE,6.250178256918224e-6,1730.1970576332774,1891.4544070277798,-0.403143373486256,NA,482
69,2010-03-03,Friendly,Scotland,Czech Republic,1,1,FALSE,6.250178256918224e-6,1693.175119343384,1808.1206874324357,-0.2873639202226292,580,450
69,2010-03-03,Friendly,Czech Republic,Scotland,0,0,FALSE,6.250178256918224e-6,1808.1206874324357,1693.175119343384,0.2873639202226292,450,580
70,2010-03-03,Friendly,Slovakia,Norway,0,1,FALSE,6.250178256918224e-6,1676.4684520580681,1769.6236853715923,-0.2328880832838104,NA,464
70,2010-03-03,Friendly,Norway,Slovakia,1,0,FALSE,6.250178256918224e-6,1769.6236853715923,1676.4684520580681,0.2328880832838104,464,NA
71,2010-03-03,Friendly,Slovenia,Qatar,4,1,FALSE,6.250178256918224e-6,1681.660722273913,1615.5237782730433,0.16534236000217448,NA,4398
71,2010-03-03,Friendly,Qatar,Slovenia,1,0,FALSE,6.250178256918224e-6,1615.5237782730433,1681.660722273913,-0.16534236000217448,4398,NA
72,2010-03-03,Friendly,South Africa,Namibia,1,1,FALSE,6.250178256918224e-6,1624.0236576837744,1429.3847355993992,0.4865973052109382,467,NA
72,2010-03-03,Friendly,Namibia,South Africa,1,0,FALSE,6.250178256918224e-6,1429.3847355993992,1624.0236576837744,-0.4865973052109382,NA,467
73,2010-03-03,Friendly,Switzerland,Uruguay,1,1,FALSE,6.250178256918224e-6,1821.1006737395096,1852.176516364641,-0.07768960656282843,475,212
73,2010-03-03,Friendly,Uruguay,Switzerland,3,0,FALSE,6.250178256918224e-6,1852.176516364641,1821.1006737395096,0.07768960656282843,212,475
74,2010-03-03,Friendly,Turkey,Honduras,2,1,FALSE,6.250178256918224e-6,1804.6164257760036,1849.7041905378578,-0.11271941190463565,465,NA
74,2010-03-03,Friendly,Honduras,Turkey,0,0,FALSE,6.250178256918224e-6,1849.7041905378578,1804.6164257760036,0.11271941190463565,NA,465
75,2010-03-03,AFC Asian Cup qualification,Uzbekistan,United Arab Emirates,0,1,FALSE,1.875053477075467e-5,1656.6422032820635,1516.9625761146178,0.3491990679186142,2570,NA
75,2010-03-03,AFC Asian Cup qualification,United Arab Emirates,Uzbekistan,1,0,FALSE,1.875053477075467e-5,1516.9625761146178,1656.6422032820635,-0.3491990679186142,NA,2570
76,2010-03-03,Friendly,Venezuela,Panama,1,1,FALSE,6.250178256918224e-6,1767.9152840349502,1631.281679589833,0.3415840111127932,NA,2659
76,2010-03-03,Friendly,Panama,Venezuela,2,0,FALSE,6.250178256918224e-6,1631.281679589833,1767.9152840349502,-0.3415840111127932,2659,NA
77,2010-03-03,Friendly,Wales,Sweden,0,1,FALSE,6.250178256918224e-6,1626.5416644800262,1811.8525539820414,-0.4632772237550381,NA,466
77,2010-03-03,Friendly,Sweden,Wales,1,0,FALSE,6.250178256918224e-6,1811.8525539820414,1626.5416644800262,0.4632772237550381,466,NA
78,2010-03-17,Friendly,Mexico,North Korea,2,1,FALSE,6.418577061648971e-6,1975.266528523083,1639.8225068143763,0.8386100542717668,203,NA
78,2010-03-17,Friendly,North Korea,Mexico,1,0,FALSE,6.418577061648971e-6,1639.8225068143763,1975.266528523083,-0.8386100542717668,NA,203
79,2010-03-24,Friendly,Martinique,Haiti,0,1,FALSE,6.5044703407728715e-6,1537.575842655529,1544.8359848093646,-0.01815035538458915,NA,2654
79,2010-03-24,Friendly,Haiti,Martinique,0,0,FALSE,6.5044703407728715e-6,1544.8359848093646,1537.575842655529,0.01815035538458915,2654,NA
80,2010-03-24,Friendly,Mexico,Iceland,0,0,TRUE,6.5044703407728715e-6,1976.7744402016233,1466.761181972358,1.2750331455731634,203,NA
80,2010-03-24,Friendly,Iceland,Mexico,0,0,TRUE,6.5044703407728715e-6,1466.761181972358,1976.7744402016233,-1.2750331455731634,NA,203
81,2010-03-31,Friendly,Paraguay,South Africa,1,1,FALSE,6.591513042164012e-6,1800.2628329812983,1617.123221656158,0.4578490283128508,210,467
81,2010-03-31,Friendly,South Africa,Paraguay,1,0,FALSE,6.591513042164012e-6,1617.123221656158,1800.2628329812983,-0.4578490283128508,467,210
82,2010-04-07,Friendly,Japan,Serbia,0,1,FALSE,6.6797205473698305e-6,1828.3795871059883,1871.4671797327615,-0.10771898156693283,627,NA
82,2010-04-07,Friendly,Serbia,Japan,3,0,FALSE,6.6797205473698305e-6,1871.4671797327615,1828.3795871059883,0.10771898156693283,NA,627
83,2010-04-22,Friendly,South Africa,North Korea,0,0,TRUE,6.87273168935798e-6,1623.8462928232104,1638.314595135836,-0.03617075578156403,467,NA
83,2010-04-22,Friendly,North Korea,South Africa,0,0,TRUE,6.87273168935798e-6,1638.314595135836,1623.8462928232104,0.03617075578156403,NA,467
84,2010-04-28,Friendly,South Africa,Jamaica,2,0,TRUE,6.951488805447478e-6,1624.26248348739,1731.8767573909706,-0.26903568475895157,467,NA
84,2010-04-28,Friendly,Jamaica,South Africa,0,0,TRUE,6.951488805447478e-6,1731.8767573909706,1624.26248348739,0.26903568475895157,NA,467
85,2010-05-05,Friendly,Argentina,Haiti,4,1,FALSE,7.044513499637174e-6,1930.263689303096,1547.4436135813041,0.9570501893044798,202,2654
85,2010-05-05,Friendly,Haiti,Argentina,0,0,FALSE,7.044513499637174e-6,1547.4436135813041,1930.263689303096,-0.9570501893044798,2654,202
86,2010-05-07,Friendly,Mexico,Ecuador,0,0,TRUE,7.0713199061155585e-6,1967.7826099779836,1765.7666838188081,0.5050398153979387,203,209
86,2010-05-07,Friendly,Ecuador,Mexico,0,0,TRUE,7.0713199061155585e-6,1765.7666838188081,1967.7826099779836,-0.5050398153979387,209,203
87,2010-05-10,Friendly,Mexico,Senegal,1,0,TRUE,7.111720898535086e-6,1962.5454351076107,1666.192916288045,0.7408812970489146,203,654
87,2010-05-10,Friendly,Senegal,Mexico,0,0,TRUE,7.111720898535086e-6,1666.192916288045,1962.5454351076107,-0.7408812970489146,654,203
88,2010-05-13,Friendly,Germany,Malta,3,1,FALSE,7.152352716346488e-6,1964.7934498106436,1235.9356478873494,1.8221445048082352,481,NA
88,2010-05-13,Friendly,Malta,Germany,0,0,FALSE,7.152352716346488e-6,1235.9356478873494,1964.7934498106436,-1.8221445048082352,NA,481
89,2010-05-13,Friendly,Mexico,Angola,1,0,TRUE,7.152352716346488e-6,1965.6192504710864,1561.45762397476,1.0104040662408158,203,NA
