partido_id,fecha,torneo,equipo,rival,goles,es_local,neutral,peso,elo_equipo,elo_rival,elo_diff,equipo_id,rival_id
4318,2019-09-06,Friendly,Ivory Coast,Benin,1,0,TRUE,0.004581821551384636,1743.3658932781398,1578.2733420163854,0.4127313781543859,4789,NA
4318,2019-09-06,Friendly,Benin,Ivory Coast,2,0,TRUE,0.004581821551384636,1578.2733420163854,1743.3658932781398,-0.4127313781543859,NA,4789
4319,2019-09-06,Friendly,Morocco,Burkina Faso,1,1,FALSE,0.004581821551384636,1788.7643889049348,1635.1939437771252,0.3839261128195238,2869,NA
4319,2019-09-06,Friendly,Burkina Faso,Morocco,1,0,FALSE,0.004581821551384636,1635.1939437771252,1788.7643889049348,-0.3839261128195238,NA,2869
4320,2019-09-06,Friendly,Tunisia,Mauritania,1,1,FALSE,0.004581821551384636,1717.9936111013544,1475.7098164082386,0.6057094867327897,659,NA
4320,2019-09-06,Friendly,Mauritania,Tunisia,0,0,FALSE,0.004581821551384636,1475.7098164082386,1717.9936111013544,-0.6057094867327897,NA,659
4321,2019-09-06,Friendly,United States,Mexico,0,1,FALSE,0.004581821551384636,1838.4074993057645,1973.8051948504672,-0.33849423886175656,660,203
4321,2019-09-06,Friendly,Mexico,United States,3,0,FALSE,0.004581821551384636,1973.8051948504672,1838.4074993057645,0.33849423886175656,203,660
4322,2019-09-06,UEFA Euro qualification,Germany,Netherlands,2,1,FALSE,0.013745464654153907,2024.6500877626058,2028.3965493855972,-0.009366154057478298,481,449
4322,2019-09-06,UEFA Euro qualification,Netherlands,Germany,4,0,FALSE,0.013745464654153907,2028.3965493855972,2024.6500877626058,0.009366154057478298,449,481
4323,2019-09-06,UEFA Euro qualification,Slovakia,Croatia,0,1,FALSE,0.013745464654153907,1813.3115614151727,1934.4975798000094,-0.3029650459620916,NA,477
4323,2019-09-06,UEFA Euro qualification,Croatia,Slovakia,4,0,FALSE,0.013745464654153907,1934.4975798000094,1813.3115614151727,0.3029650459620916,477,NA
4324,2019-09-06,UEFA Euro qualification,Austria,Latvia,6,1,FALSE,0.013745464654153907,1790.2020688543396,1287.2737731692591,1.257320739212701,474,NA
4324,2019-09-06,UEFA Euro qualification,Latvia,Austria,0,0,FALSE,0.013745464654153907,1287.2737731692591,1790.2020688543396,-1.257320739212701,NA,474
4325,2019-09-06,UEFA Euro qualification,Scotland,Russia,1,1,FALSE,0.013745464654153907,1710.2875057003616,1834.8332731557941,-0.3113644186385812,580,NA
4325,2019-09-06,UEFA Euro qualification,Russia,Scotland,2,0,FALSE,0.013745464654153907,1834.8332731557941,1710.2875057003616,0.3113644186385812,NA,580
4326,2019-09-06,UEFA Euro qualification,San Marino,Belgium,0,1,FALSE,0.013745464654153907,904.7346800076275,2109.61890236889,-3.012210555903156,NA,459
4326,2019-09-06,UEFA Euro qualification,Belgium,San Marino,4,0,FALSE,0.013745464654153907,2109.61890236889,904.7346800076275,3.012210555903156,459,NA
4327,2019-09-07,UEFA Euro qualification,Kosovo,Czech Republic,2,1,FALSE,0.013771592551259622,1637.114249143624,1792.605833773028,-0.3887289615735102,NA,450
4327,2019-09-07,UEFA Euro qualification,Czech Republic,Kosovo,1,0,FALSE,0.013771592551259622,1792.605833773028,1637.114249143624,0.3887289615735102,450,NA
4328,2019-09-07,UEFA Euro qualification,England,Bulgaria,4,1,FALSE,0.013771592551259622,2011.5272291314457,1610.9369001626865,1.001475822421898,448,NA
4328,2019-09-07,UEFA Euro qualification,Bulgaria,England,0,0,FALSE,0.013771592551259622,1610.9369001626865,2011.5272291314457,-1.001475822421898,NA,448
4329,2019-09-07,UEFA Euro qualification,Serbia,Portugal,2,1,FALSE,0.013771592551259622,1841.5708247434386,2033.4091965416774,-0.47959592949559693,NA,482
4329,2019-09-07,UEFA Euro qualification,Portugal,Serbia,4,0,FALSE,0.013771592551259622,2033.4091965416774,1841.5708247434386,0.47959592949559693,482,NA
4330,2019-09-07,UEFA Euro qualification,France,Albania,4,1,FALSE,0.013771592551259622,2083.3594750212887,1543.1084755376312,1.3506274987091438,478,NA
4330,2019-09-07,UEFA Euro qualification,Albania,France,1,0,FALSE,0.013771592551259622,1543.1084755376312,2083.3594750212887,-1.3506274987091438,NA,478
4331,2019-09-07,UEFA Euro qualification,Turkey,Andorra,1,1,FALSE,0.013771592551259622,1821.4726907393997,1102.1823563448286,1.7982258359864278,465,NA
4331,2019-09-07,UEFA Euro qualification,Andorra,Turkey,0,0,FALSE,0.013771592551259622,1102.1823563448286,1821.4726907393997,-1.7982258359864278,NA,465
4332,2019-09-07,CONCACAF Nations League,Canada,Cuba,6,1,FALSE,0.009181061700839748,1716.9434156907976,1441.419948631776,0.6888086676475541,206,NA
4332,2019-09-07,CONCACAF Nations League,Cuba,Canada,0,0,FALSE,0.009181061700839748,1441.419948631776,1716.9434156907976,-0.6888086676475541,NA,206
4333,2019-09-07,CONCACAF Nations League,Curaçao,Haiti,1,1,FALSE,0.009181061700839748,1520.883340247401,1751.6435587177523,-0.576900546175878,11678,2654
4333,2019-09-07,CONCACAF Nations League,Haiti,Curaçao,0,0,FALSE,0.009181061700839748,1751.6435587177523,1520.883340247401,0.576900546175878,2654,11678
4334,2019-09-08,UEFA Euro qualification,Switzerland,Gibraltar,4,1,FALSE,0.013797770113256582,1962.0047738373437,1244.8924552868277,1.7927807963762898,475,NA
4334,2019-09-08,UEFA Euro qualification,Gibraltar,Switzerland,0,0,FALSE,0.013797770113256582,1244.8924552868277,1962.0047738373437,-1.7927807963762898,NA,475
4335,2019-09-08,UEFA Euro qualification,Spain,Faroe Islands,4,0,TRUE,0.013797770113256582,2102.0010025007437,1258.4399840180722,2.1089025462066786,164,NA
4335,2019-09-08,UEFA Euro qualification,Faroe Islands,Spain,0,0,TRUE,0.013797770113256582,1258.4399840180722,2102.0010025007437,-2.1089025462066786,NA,164
4336,2019-09-08,UEFA Euro qualification,Sweden,Norway,1,1,FALSE,0.013797770113256582,1887.684922976922,1740.551666536186,0.36783314110183996,466,464
4336,2019-09-08,UEFA Euro qualification,Norway,Sweden,1,0,FALSE,0.013797770113256582,1740.551666536186,1887.684922976922,-0.36783314110183996,464,466
4337,2019-09-08,UEFA Euro qualification,Armenia,Bosnia and Herzegovina,4,1,FALSE,0.013797770113256582,1521.0853535538895,1798.2353971454706,-0.6928751089789529,NA,452
4337,2019-09-08,UEFA Euro qualification,Bosnia and Herzegovina,Armenia,2,0,FALSE,0.013797770113256582,1798.2353971454706,1521.0853535538895,0.6928751089789529,452,NA
4338,2019-09-08,CONCACAF Nations League,Panama,Bermuda,0,1,FALSE,0.00919851340883772,1708.910845385227,1473.6673734421338,0.5881086798577332,2659,NA
4338,2019-09-08,CONCACAF Nations League,Bermuda,Panama,2,0,FALSE,0.00919851340883772,1473.6673734421338,1708.910845385227,-0.5881086798577332,NA,2659
4339,2019-09-09,Friendly,Algeria,Benin,1,1,FALSE,0.004607999144849895,1828.4106719421718,1592.697049680451,0.5892840556543019,624,NA
4339,2019-09-09,Friendly,Benin,Algeria,0,0,FALSE,0.004607999144849895,1592.697049680451,1828.4106719421718,-0.5892840556543019,NA,624
4340,2019-09-09,Friendly,Iraq,Uzbekistan,0,0,TRUE,0.004607999144849895,1681.974751464283,1687.4332301842887,-0.013646196800014537,4375,2570
4340,2019-09-09,Friendly,Uzbekistan,Iraq,0,0,TRUE,0.004607999144849895,1687.4332301842887,1681.974751464283,0.013646196800014537,2570,4375
4341,2019-09-09,UEFA Euro qualification,Northern Ireland,Germany,0,1,FALSE,0.013823997434549685,1735.48901372448,1977.0189646529159,-0.6038248773210898,NA,481
4341,2019-09-09,UEFA Euro qualification,Germany,Northern Ireland,2,0,FALSE,0.013823997434549685,1977.0189646529159,1735.48901372448,0.6038248773210898,481,NA
4342,2019-09-09,UEFA Euro qualification,Estonia,Netherlands,0,1,FALSE,0.013823997434549685,1488.6461556275567,2076.0276724952873,-1.4684537921693266,NA,449
4342,2019-09-09,UEFA Euro qualification,Netherlands,Estonia,4,0,FALSE,0.013823997434549685,2076.0276724952873,1488.6461556275567,1.4684537921693266,449,NA
4343,2019-09-09,UEFA Euro qualification,Azerbaijan,Croatia,1,1,FALSE,0.013823997434549685,1406.858735808945,1978.5177612653067,-1.4291475636409041,NA,477
4343,2019-09-09,UEFA Euro qualification,Croatia,Azerbaijan,1,0,FALSE,0.013823997434549685,1978.5177612653067,1406.858735808945,1.4291475636409041,477,NA
4344,2019-09-09,UEFA Euro qualification,Poland,Austria,0,1,FALSE,0.013823997434549685,1820.0073298571444,1793.4061968710191,0.0665028324653133,NA,474
4344,2019-09-09,UEFA Euro qualification,Austria,Poland,0,0,FALSE,0.013823997434549685,1793.4061968710191,1820.0073298571444,-0.0665028324653133,474,NA
4345,2019-09-09,UEFA Euro qualification,Scotland,Belgium,0,1,FALSE,0.013823997434549685,1687.0507830000838,2109.780714278541,-1.0568248281961428,580,459
4345,2019-09-09,UEFA Euro qualification,Belgium,Scotland,4,0,FALSE,0.013823997434549685,2109.780714278541,1687.0507830000838,1.0568248281961428,459,580
4346,2019-09-10,Friendly,Argentina,Mexico,4,0,TRUE,0.004616758203241095,1976.3843427339189,1989.5283901435052,-0.03286011852396598,202,203
4346,2019-09-10,Friendly,Mexico,Argentina,0,0,TRUE,0.004616758203241095,1989.5283901435052,1976.3843427339189,0.03286011852396598,203,202
4347,2019-09-10,Friendly,Brazil,Peru,0,0,TRUE,0.004616758203241095,2184.9325311603734,1916.3765070709594,0.671390060223535,205,NA
4347,2019-09-10,Friendly,Peru,Brazil,1,0,TRUE,0.004616758203241095,1916.3765070709594,2184.9325311603734,-0.671390060223535,NA,205
4348,2019-09-10,Friendly,Colombia,Venezuela,0,0,TRUE,0.004616758203241095,2081.6548262906795,1838.4325566829077,0.6080556740194294,208,NA
4348,2019-09-10,Friendly,Venezuela,Colombia,0,0,TRUE,0.004616758203241095,1838.4325566829077,2081.6548262906795,-0.6080556740194294,NA,208
4349,2019-09-10,Friendly,Ecuador,Bolivia,3,1,FALSE,0.004616758203241095,1811.3301011212516,1646.4055833405023,0.4123112944518732,209,NA
4349,2019-09-10,Friendly,Bolivia,Ecuador,0,0,FALSE,0.004616758203241095,1646.4055833405023,1811.3301011212516,-0.4123112944518732,NA,209
4350,2019-09-10,Friendly,Ivory Coast,Tunisia,2,0,TRUE,0.004616758203241095,1728.942185614074,1720.440650151455,0.021253838656547827,4789,659
4350,2019-09-10,Friendly,Tunisia,Ivory Coast,1,0,TRUE,0.004616758203241095,1720.440650151455,1728.942185614074,-0.021253838656547827,659,4789
4351,2019-09-10,Friendly,Jordan,Paraguay,2,1,FALSE,0.004616758203241095,1646.4453358044768,1781.7300209973246,-0.3382117129821194,2917,210
4351,2019-09-10,Friendly,Paraguay,Jordan,4,0,FALSE,0.004616758203241095,1781.7300209973246,1646.4453358044768,0.3382117129821194,210,2917
4352,2019-09-10,Friendly,Morocco,Niger,1,1,FALSE,0.004616758203241095,1782.534748583922,1432.4145318638086,0.8753005418002835,2869,NA
4352,2019-09-10,Friendly,Niger,Morocco,0,0,FALSE,0.004616758203241095,1432.4145318638086,1782.534748583922,-0.8753005418002835,NA,2869
4353,2019-09-10,Friendly,United States,Uruguay,1,1,FALSE,0.004616758203241095,1822.6843040127264,2009.4915617502616,-0.46701814434383776,660,212
4353,2019-09-10,Friendly,Uruguay,United States,1,0,FALSE,0.004616758203241095,2009.4915617502616,1822.6843040127264,0.46701814434383776,212,660
4354,2019-09-10,UEFA Euro qualification,England,Kosovo,5,1,FALSE,0.013850274609723285,2016.5024653236487,1666.0735796123633,0.8760722142782135,448,NA
4354,2019-09-10,UEFA Euro qualification,Kosovo,England,3,0,FALSE,0.013850274609723285,1666.0735796123633,2016.5024653236487,-0.8760722142782135,NA,448
4355,2019-09-10,UEFA Euro qualification,Montenegro,Czech Republic,0,1,FALSE,0.013850274609723285,1606.2167579760333,1763.6465033042887,-0.39357436332063855,NA,450
4355,2019-09-10,UEFA Euro qualification,Czech Republic,Montenegro,3,0,FALSE,0.013850274609723285,1763.6465033042887,1606.2167579760333,0.39357436332063855,450,NA
4356,2019-09-10,UEFA Euro qualification,Lithuania,Portugal,1,1,FALSE,0.013850274609723285,1341.6913024026871,2061.2213343618428,-1.798825079897889,NA,482
4356,2019-09-10,UEFA Euro qualification,Portugal,Lithuania,5,0,FALSE,0.013850274609723285,2061.2213343618428,1341.6913024026871,1.798825079897889,482,NA
4357,2019-09-10,UEFA Euro qualification,France,Andorra,3,1,FALSE,0.013850274609723285,2085.500499801283,1101.7388754070867,2.45940406098549,478,NA
4357,2019-09-10,UEFA Euro qualification,Andorra,France,0,0,FALSE,0.013850274609723285,1101.7388754070867,2085.500499801283,-2.45940406098549,NA,478
4358,2019-09-10,UEFA Euro qualification,Moldova,Turkey,0,1,FALSE,0.013850274609723285,1334.2386082132598,1821.9161716771416,-1.2191939086597046,NA,465
4358,2019-09-10,UEFA Euro qualification,Turkey,Moldova,4,0,FALSE,0.013850274609723285,1821.9161716771416,1334.2386082132598,1.2191939086597046,465,NA
4359,2019-09-10,CONCACAF Nations League,Cuba,Canada,0,0,TRUE,0.00923351640648219,1430.45025548083,1727.9131088417435,-0.7436571334022836,NA,206
4359,2019-09-10,CONCACAF Nations League,Canada,Cuba,1,0,TRUE,0.00923351640648219,1727.9131088417435,1430.45025548083,0.7436571334022836,206,NA
4360,2019-09-10,CONCACAF Nations League,Haiti,Curaçao,1,1,FALSE,0.00923351640648219,1717.6550444979425,1554.8718544672108,0.40695797507682924,2654,11678
4360,2019-09-10,CONCACAF Nations League,Curaçao,Haiti,1,0,FALSE,0.00923351640648219,1554.8718544672108,1717.6550444979425,-0.40695797507682924,11678,2654
4361,2019-09-10,FIFA World Cup qualification,Kuwait,Australia,0,1,FALSE,0.01846703281296438,1522.6747341693235,1769.4004905161912,-0.6168143908671692,NA,628
4361,2019-09-10,FIFA World Cup qualification,Australia,Kuwait,3,0,FALSE,0.01846703281296438,1769.4004905161912,1522.6747341693235,0.6168143908671692,628,NA
4362,2019-09-10,FIFA World Cup qualification,Hong Kong,Iran,0,1,FALSE,0.01846703281296438,1334.6268405555659,1896.774875883395,-1.4053700883195728,NA,469
4362,2019-09-10,FIFA World Cup qualification,Iran,Hong Kong,2,0,FALSE,0.01846703281296438,1896.774875883395,1334.6268405555659,1.4053700883195728,469,NA
4363,2019-09-10,FIFA World Cup qualification,Yemen,Saudi Arabia,2,0,TRUE,0.01846703281296438,1339.5358940934016,1608.964979227359,-0.6735727128348935,NA,655
4363,2019-09-10,FIFA World Cup qualification,Saudi Arabia,Yemen,2,0,TRUE,0.01846703281296438,1608.964979227359,1339.5358940934016,0.6735727128348935,655,NA
4364,2019-09-10,FIFA World Cup qualification,Qatar,India,0,1,FALSE,0.01846703281296438,1846.9888745635956,1360.4277188842984,1.2164028891982428,4398,NA
4364,2019-09-10,FIFA World Cup qualification,India,Qatar,0,0,FALSE,0.01846703281296438,1360.4277188842984,1846.9888745635956,-1.2164028891982428,NA,4398
4365,2019-09-10,FIFA World Cup qualification,Myanmar,Japan,0,1,FALSE,0.01846703281296438,1217.2900689357493,1866.8436604522815,-1.6238839787913304,NA,627
4365,2019-09-10,FIFA World Cup qualification,Japan,Myanmar,2,0,FALSE,0.01846703281296438,1866.8436604522815,1217.2900689357493,1.6238839787913304,627,NA
4366,2019-09-10,FIFA World Cup qualification,Turkmenistan,South Korea,0,1,FALSE,0.01846703281296438,1376.5991247090208,1867.821928838565,-1.2280570103238608,NA,451
4366,2019-09-10,FIFA World Cup qualification,South Korea,Turkmenistan,2,0,FALSE,0.01846703281296438,1867.821928838565,1376.5991247090208,1.2280570103238608,451,NA
4367,2019-09-18,Friendly,DR Congo,Rwanda,2,1,FALSE,0.004687432720139879,1634.4491599485848,1418.712143084668,0.5393425421597919,2850,NA
4367,2019-09-18,Friendly,Rwanda,DR Congo,3,0,FALSE,0.004687432720139879,1418.712143084668,1634.4491599485848,-0.5393425421597919,NA,2850
4368,2019-10-02,Friendly,Mexico,Trinidad and Tobago,2,1,FALSE,0.004813726408876455,1970.0693856821254,1532.6000534752156,1.0936733305172743,203,NA
4368,2019-10-02,Friendly,Trinidad and Tobago,Mexico,0,0,FALSE,0.004813726408876455,1532.6000534752156,1970.0693856821254,-1.0936733305172743,NA,203
4369,2019-10-05,Friendly,Jordan,Singapore,0,1,FALSE,0.004841228958151096,1632.9634823557733,1276.6152259112882,0.8908706411112126,2917,NA
4369,2019-10-05,Friendly,Singapore,Jordan,0,0,FALSE,0.004841228958151096,1276.6152259112882,1632.9634823557733,-0.8908706411112126,NA,2917
4370,2019-10-09,Friendly,Germany,Argentina,2,1,FALSE,0.004878143606347555,2000.0355144656055,1995.8433471952987,0.010480418175766885,481,202
4370,2019-10-09,Friendly,Argentina,Germany,2,0,FALSE,0.004878143606347555,1995.8433471952987,2000.0355144656055,-0.010480418175766885,202,481
4371,2019-10-10,UEFA Euro qualification,Netherlands,Northern Ireland,3,1,FALSE,0.01466224849652839,2081.373546777565,1712.4724639117903,0.9222527071644367,449,NA
4371,2019-10-10,UEFA Euro qualification,Northern Ireland,Netherlands,1,0,FALSE,0.01466224849652839,1712.4724639117903,2081.373546777565,-0.9222527071644367,NA,449
4372,2019-10-10,UEFA Euro qualification,Croatia,Hungary,3,1,FALSE,0.01466224849652839,1956.6222072462972,1702.4721669949606,0.6353751006283415,477,NA
4372,2019-10-10,UEFA Euro qualification,Hungary,Croatia,0,0,FALSE,0.01466224849652839,1702.4721669949606,1956.6222072462972,-0.6353751006283415,NA,477
4373,2019-10-10,UEFA Euro qualification,Austria,Israel,3,1,FALSE,0.01466224849652839,1802.1330134821471,1623.4260006748973,0.4467675320181246,474,NA
4373,2019-10-10,UEFA Euro qualification,Israel,Austria,1,0,FALSE,0.01466224849652839,1623.4260006748973,1802.1330134821471,-0.4467675320181246,NA,474
4374,2019-10-10,UEFA Euro qualification,Belgium,San Marino,9,1,FALSE,0.01466224849652839,2122.433372853056,897.7271659828664,3.061765517175474,459,NA
4374,2019-10-10,UEFA Euro qualification,San Marino,Belgium,0,0,FALSE,0.01466224849652839,897.7271659828664,2122.433372853056,-3.061765517175474,NA,459
4375,2019-10-10,UEFA Euro qualification,Russia,Scotland,4,1,FALSE,0.01466224849652839,1860.57994444344,1674.398124425569,0.4654545500446773,NA,580
4375,2019-10-10,UEFA Euro qualification,Scotland,Russia,0,0,FALSE,0.01466224849652839,1674.398124425569,1860.57994444344,-0.4654545500446773,580,NA
4376,2019-10-10,Friendly,Algeria,DR Congo,1,1,FALSE,0.004887416165509463,1830.9401037423288,1617.243774213471,0.5342408238221447,624,2850
4376,2019-10-10,Friendly,DR Congo,Algeria,1,0,FALSE,0.004887416165509463,1617.243774213471,1830.9401037423288,-0.5342408238221447,2850,624
4377,2019-10-10,Friendly,Brazil,Senegal,1,0,TRUE,0.004887416165509463,2168.446020815763,1862.3823218987395,0.7651592472925586,205,654
4377,2019-10-10,Friendly,Senegal,Brazil,1,0,TRUE,0.004887416165509463,1862.3823218987395,2168.446020815763,-0.7651592472925586,654,205
4378,2019-10-10,Friendly,Cape Verde,Togo,2,0,TRUE,0.004887416165509463,1492.7904336383676,1452.6898664989212,0.10025141784861603,2597,NA
4378,2019-10-10,Friendly,Togo,Cape Verde,1,0,TRUE,0.004887416165509463,1452.6898664989212,1492.7904336383676,-0.10025141784861603,NA,2597
4379,2019-10-10,Friendly,Serbia,Paraguay,1,1,FALSE,0.004887416165509463,1824.183786683922,1795.211874446028,0.07242978059473501,NA,210
4379,2019-10-10,Friendly,Paraguay,Serbia,0,0,FALSE,0.004887416165509463,1795.211874446028,1824.183786683922,-0.07242978059473501,210,NA
4380,2019-10-10,CONCACAF Nations League,Haiti,Costa Rica,1,1,FALSE,0.009774832331018926,1701.6819822629705,1780.5319726990895,-0.19712497609029753,2654,NA
4380,2019-10-10,CONCACAF Nations League,Costa Rica,Haiti,1,0,FALSE,0.009774832331018926,1780.5319726990895,1701.6819822629705,0.19712497609029753,NA,2654
4381,2019-10-10,FIFA World Cup qualification,Jordan,Kuwait,0,1,FALSE,0.019549664662037853,1624.3119596905763,1501.6353683926413,0.3066914782448373,2917,NA
4381,2019-10-10,FIFA World Cup qualification,Kuwait,Jordan,0,0,FALSE,0.019549664662037853,1501.6353683926413,1624.3119596905763,-0.3066914782448373,NA,2917
4382,2019-10-10,FIFA World Cup qualification,Australia,Nepal,5,1,FALSE,0.019549664662037853,1790.4398562928734,1135.4410120161601,1.6374971106917833,628,NA
4382,2019-10-10,FIFA World Cup qualification,Nepal,Australia,0,0,FALSE,0.019549664662037853,1135.4410120161601,1790.4398562928734,-1.6374971106917833,NA,628
4383,2019-10-10,FIFA World Cup qualification,Iran,Cambodia,14,1,FALSE,0.019549664662037853,1900.6961571462043,1056.4717268581655,2.110561075720097,469,NA
4383,2019-10-10,FIFA World Cup qualification,Cambodia,Iran,0,0,FALSE,0.019549664662037853,1056.4717268581655,1900.6961571462043,-2.110561075720097,NA,469
4384,2019-10-10,FIFA World Cup qualification,Iraq,Hong Kong,2,1,FALSE,0.019549664662037853,1682.1318461860026,1330.7055592927566,0.878565717233115,4375,NA
4384,2019-10-10,FIFA World Cup qualification,Hong Kong,Iraq,0,0,FALSE,0.019549664662037853,1330.7055592927566,1682.1318461860026,-0.878565717233115,NA,4375
4385,2019-10-10,FIFA World Cup qualification,Uzbekistan,Yemen,5,1,FALSE,0.019549664662037853,1687.276135462569,1352.5379790580473,0.8368453910113044,2570,NA
4385,2019-10-10,FIFA World Cup qualification,Yemen,Uzbekistan,0,0,FALSE,0.019549664662037853,1352.5379790580473,1687.276135462569,-0.8368453910113044,NA,2570
4386,2019-10-10,FIFA World Cup qualification,Saudi Arabia,Singapore,3,1,FALSE,0.019549664662037853,1595.9628942627132,1285.2667485764853,0.7767403642155699,655,NA
4386,2019-10-10,FIFA World Cup qualification,Singapore,Saudi Arabia,0,0,FALSE,0.019549664662037853,1285.2667485764853,1595.9628942627132,-0.7767403642155699,NA,655
4387,2019-10-10,FIFA World Cup qualification,Bangladesh,Qatar,0,1,FALSE,0.019549664662037853,1013.5754551369976,1828.3103732883728,-2.0368372953784384,NA,4398
4387,2019-10-10,FIFA World Cup qualification,Qatar,Bangladesh,2,0,FALSE,0.019549664662037853,1828.3103732883728,1013.5754551369976,2.0368372953784384,4398,NA
4388,2019-10-10,FIFA World Cup qualification,Japan,Mongolia,6,1,FALSE,0.019549664662037853,1869.2774534445377,1052.8526947906912,2.0410618966346163,627,NA
4388,2019-10-10,FIFA World Cup qualification,Mongolia,Japan,0,0,FALSE,0.019549664662037853,1052.8526947906912,1869.2774534445377,-2.0410618966346163,NA,627
4389,2019-10-10,FIFA World Cup qualification,South Korea,Sri Lanka,8,1,FALSE,0.019549664662037853,1873.53224675854,937.3473323913727,2.3404622859179183,451,NA
4389,2019-10-10,FIFA World Cup qualification,Sri Lanka,South Korea,0,0,FALSE,0.019549664662037853,937.3473323913727,1873.53224675854,-2.3404622859179183,NA,451
4390,2019-10-11,UEFA Euro qualification,Czech Republic,England,2,1,FALSE,0.01469011905090357,1800.2299506856243,2021.722333901416,-0.5537309580394794,450,448
4390,2019-10-11,UEFA Euro qualification,England,Czech Republic,1,0,FALSE,0.01469011905090357,2021.722333901416,1800.2299506856243,0.5537309580394794,448,450
4391,2019-10-11,UEFA Euro qualification,Portugal,Luxembourg,3,1,FALSE,0.01469011905090357,2063.7979116767315,1386.5401774175343,1.693144335647993,482,NA
4391,2019-10-11,UEFA Euro qualification,Luxembourg,Portugal,0,0,FALSE,0.01469011905090357,1386.5401774175343,2063.7979116767315,-1.693144335647993,NA,482
4392,2019-10-11,UEFA Euro qualification,Iceland,France,0,1,FALSE,0.01469011905090357,1707.8790448040304,2085.6710125475856,-0.9444799193588881,NA,478
4392,2019-10-11,UEFA Euro qualification,France,Iceland,1,0,FALSE,0.01469011905090357,2085.6710125475856,1707.8790448040304,0.9444799193588881,478,NA
4393,2019-10-11,UEFA Euro qualification,Turkey,Albania,1,1,FALSE,0.01469011905090357,1831.0046686280418,1590.5944628303737,0.6010255144941703,465,NA
4393,2019-10-11,UEFA Euro qualification,Albania,Turkey,0,0,FALSE,0.01469011905090357,1590.5944628303737,1831.0046686280418,-0.6010255144941703,NA,465
4394,2019-10-11,Friendly,Morocco,Libya,1,1,FALSE,0.00489670635030119,1783.929016462294,1567.747581291865,0.5404535879260726,2869,NA
4394,2019-10-11,Friendly,Libya,Morocco,1,0,FALSE,0.00489670635030119,1567.747581291865,1783.929016462294,-0.5404535879260726,NA,2869
4395,2019-10-11,Friendly,Uruguay,Peru,1,1,FALSE,0.00489670635030119,2007.043772301989,1932.86301741557,0.18545188721604744,212,NA
4395,2019-10-11,Friendly,Peru,Uruguay,0,0,FALSE,0.00489670635030119,1932.86301741557,2007.043772301989,-0.18545188721604744,NA,212
4396,2019-10-11,CONCACAF Nations League,United States,Cuba,7,1,FALSE,0.00979341270060238,1825.132093460999,1422.8071928654113,1.0058122514889691,660,NA
4396,2019-10-11,CONCACAF Nations League,Cuba,United States,0,0,FALSE,0.00979341270060238,1422.8071928654113,1825.132093460999,-1.0058122514889691,NA,660
4397,2019-10-11,CONCACAF Nations League,Bermuda,Mexico,1,1,FALSE,0.00979341270060238,1539.1595569643976,1971.3701453733308,-1.0805264710223332,NA,203
4397,2019-10-11,CONCACAF Nations League,Mexico,Bermuda,5,0,FALSE,0.00979341270060238,1971.3701453733308,1539.1595569643976,1.0805264710223332,203,NA
4398,2019-10-12,UEFA Euro qualification,Denmark,Switzerland,1,1,FALSE,0.014718042582678578,1929.6679586829562,1962.8466974154333,-0.08294684683119272,NA,475
4398,2019-10-12,UEFA Euro qualification,Switzerland,Denmark,0,0,FALSE,0.014718042582678578,1962.8466974154333,1929.6679586829562,0.08294684683119272,475,NA
4399,2019-10-12,UEFA Euro qualification,Malta,Sweden,0,1,FALSE,0.014718042582678578,1230.432704587793,1872.3975337193092,-1.6049120728287902,NA,466
4399,2019-10-12,UEFA Euro qualification,Sweden,Malta,4,0,FALSE,0.014718042582678578,1872.3975337193092,1230.432704587793,1.6049120728287902,466,NA
4400,2019-10-12,UEFA Euro qualification,Norway,Spain,1,1,FALSE,0.014718042582678578,1755.839055793799,2102.7249416864515,-0.8672147147316315,464,164
4400,2019-10-12,UEFA Euro qualification,Spain,Norway,1,0,FALSE,0.014718042582678578,2102.7249416864515,1755.839055793799,0.8672147147316315,164,464
4401,2019-10-12,UEFA Euro qualification,Bosnia and Herzegovina,Finland,4,1,FALSE,0.014718042582678578,1743.115993280232,1739.7952027837594,0.008301976241181706,452,NA
4401,2019-10-12,UEFA Euro qualification,Finland,Bosnia and Herzegovina,1,0,FALSE,0.014718042582678578,1739.7952027837594,1743.115993280232,-0.008301976241181706,NA,452
4402,2019-10-12,Friendly,Colombia,Chile,0,0,TRUE,0.004906014194226193,2075.6108313792033,1877.8946005554328,0.49429057705942625,208,NA
4402,2019-10-12,Friendly,Chile,Colombia,0,0,TRUE,0.004906014194226193,1877.8946005554328,2075.6108313792033,-0.49429057705942625,NA,208
4403,2019-10-12,Friendly,Ivory Coast,DR Congo,3,1,FALSE,0.004906014194226193,1738.697540578969,1624.4207987008479,0.28569185469530284,4789,2850
4403,2019-10-12,Friendly,DR Congo,Ivory Coast,1,0,FALSE,0.004906014194226193,1624.4207987008479,1738.697540578969,-0.28569185469530284,2850,4789
4404,2019-10-12,Friendly,Tunisia,Cameroon,0,1,FALSE,0.004906014194226193,1710.68529518656,1678.8638611841961,0.0795535850059099,659,NA
4404,2019-10-12,Friendly,Cameroon,Tunisia,0,0,FALSE,0.004906014194226193,1678.8638611841961,1710.68529518656,-0.0795535850059099,NA,659
