fecha,partido,resultado,competencia,team_id
"Vie., 6 de Sep.",Gales,0 - 0,Turquía,465
"Sáb., 6 de Jul.",Países Bajos,2 - 1,Turquía,465
"Mar., 2 de Jul.",Austria,1 - 2,Turquía,465
"Mié., 26 de Jun.",Chequia,1 - 2,Turquía,465
"Sáb., 22 de Jun.",Turquía,0 - 3,Portugal,465
"Mar., 18 de Jun.",Turquía,3 - 1,Georgia,465
"Sáb., 6 de Jun.",Estados Unidos,1 - 2,Alemania,481
"Dom., 31 de May.",Alemania,4 - 0,Finlandia,481
"Lun., 30 de Mar.",Alemania,2 - 1,Ghana,481
"Vie., 27 de Mar.",Suiza,3 - 4,Alemania,481
"Lun., 17 de Nov.",Alemania,6 - 0,Eslovaquia,481
"Vie., 14 de Nov.",Luxemburgo,0 - 2,Alemania,481
"Lun., 13 de Oct.",Irlanda del Norte,0 - 1,Alemania,481
"Vie., 10 de Oct.",Alemania,4 - 0,Luxemburgo,481
"Dom., 7 de Sep.",Alemania,3 - 1,Irlanda del Norte,481
"Jue., 4 de Sep.",Eslovaquia,2 - 0,Alemania,481
"Dom., 8 de Jun.",Alemania,0 - 2,Francia,481
"Mié., 4 de Jun.",Alemania,1 - 2,Portugal,481
"Dom., 23 de Mar.",Alemania,3 - 3Vuelta · Alemania gana 5-4 en marcador global,Italia,481
"Jue., 20 de Mar.",Italia,1 - 2Ida,Alemania,481
"Mar., 19 de Nov.",Hungría,1 - 1,Alemania,481
"Sáb., 16 de Nov.",Alemania,7 - 0,Bosnia y Herzegovina,481
"Lun., 14 de Oct.",Alemania,1 - 0,Países Bajos,481
"Vie., 11 de Oct.",Bosnia y Herzegovina,1 - 2,Alemania,481
"Mar., 10 de Sep.",Países Bajos,2 - 2,Alemania,481
"Sáb., 7 de Sep.",Alemania,5 - 0,Hungría,481
"Vie., 5 de Jul.",España,2 - 1,Alemania,481
"Sáb., 29 de Jun.",Alemania,2 - 0,Dinamarca,481
"Dom., 23 de Jun.",Suiza,1 - 1,Alemania,481
"Mié., 19 de Jun.",Alemania,2 - 0,Hungría,481
"Vie., 14 de Jun.",Alemania,5 - 1,Escocia,481
"Sáb., 6 de Jun.",Curaçao,4 - 0,Aruba,11678
"Sáb., 30 de May.",Escocia,4 - 1,Curaçao,11678
"Mar., 31 de Mar.",Australia,5 - 1,Curaçao,11678
"Vie., 27 de Mar.",China,2 - 0,Curaçao,11678
"Jue., 4 de Jun.",Francia,1 - 2,Costa de Marfil,4789
"Mar., 31 de Mar.",Costa de Marfil,1 - 0,Escocia,4789
"Sáb., 28 de Mar.",Corea del Sur,0 - 4,Costa de Marfil,4789
"Sáb., 10 de Ene.",Egipto,3 - 2,Costa de Marfil,4789
"Mar., 6 de Ene.",Costa de Marfil,3 - 0,Burkina Faso,4789
"Mié., 31 de Dic.",Gabon,2 - 3,Costa de Marfil,4789
"Dom., 28 de Dic.",Costa de Marfil,1 - 1,Camerún,4789
"Mié., 24 de Dic.",Costa de Marfil,1 - 0,Mozambique,4789
"Mar., 18 de Nov.",Omán,0 - 2,Costa de Marfil,4789
"Vie., 14 de Nov.",Arabia Saudita,1 - 0,Costa de Marfil,4789
"Mar., 14 de Oct.",Costa de Marfil,3 - 0,Kenya,4789
"Vie., 10 de Oct.",Seychelles,0 - 7,Costa de Marfil,4789
"Mar., 9 de Sep.",Gabon,0 - 0,Costa de Marfil,4789
"Vie., 5 de Sep.",Costa de Marfil,1 - 0,Burundi,4789
"Mar., 10 de Jun.",Canadá,0 - 0Costa de Marfil ganó 5-4 en penales,Costa de Marfil,4789
"Sáb., 7 de Jun.",Costa de Marfil,0 - 1,Nueva Zelanda,4789
"Lun., 24 de Mar.",Costa de Marfil,1 - 0,Gambia,4789
"Vie., 21 de Mar.",Burundi,0 - 1,Costa de Marfil,4789
"Sáb., 28 de Dic.",Burkina Faso,2 - 0Vuelta · Empate 2-2 en marcador global · Burkina Faso ganó 4-2 en penales,Costa de Marfil,4789
"Dom., 22 de Dic.",Costa de Marfil,2 - 0Ida,Burkina Faso,4789
"Dom., 15 de Dic.",Costa de Marfil,4 - 1,Guinea,4789
"Mar., 19 de Nov.",Costa de Marfil,4 - 0,Chad,4789
"Vie., 15 de Nov.",Zambia,1 - 0,Costa de Marfil,4789
"Mar., 15 de Oct.",Sierra Leone,1 - 0,Costa de Marfil,4789
"Vie., 11 de Oct.",Costa de Marfil,4 - 1,Sierra Leone,4789
"Dom., 7 de Jun.",Ecuador,3 - 0,Guatemala,209
"Sáb., 30 de May.",Ecuador,2 - 1,Arabia Saudita,209
"Mar., 31 de Mar.",Países Bajos,1 - 1,Ecuador,209
"Vie., 27 de Mar.",Marruecos,1 - 1,Ecuador,209
"Mar., 18 de Nov.",Ecuador,2 - 0,Nueva Zelanda,209
"Jue., 13 de Nov.",Canadá,0 - 0,Ecuador,209
"Mar., 14 de Oct.",México,1 - 1,Ecuador,209
"Vie., 10 de Oct.",Estados Unidos,1 - 1,Ecuador,209
"Mar., 9 de Sep.",Ecuador,1 - 0,Argentina,209
"Jue., 4 de Sep.",Paraguay,0 - 0,Ecuador,209
"Mar., 10 de Jun.",Perú,0 - 0,Ecuador,209
"Jue., 5 de Jun.",Ecuador,0 - 0,Brasil,209
"Mar., 25 de Mar.",Chile,0 - 0,Ecuador,209
"Vie., 21 de Mar.",Ecuador,2 - 1,Venezuela,209
"Mar., 19 de Nov.",Colombia,0 - 1,Ecuador,209
"Jue., 14 de Nov.",Ecuador,4 - 0,Bolívia,209
"Mar., 15 de Oct.",Uruguay,0 - 0,Ecuador,209
"Jue., 10 de Oct.",Ecuador,0 - 0,Paraguay,209
"Mar., 10 de Sep.",Ecuador,1 - 0,Perú,209
"Vie., 6 de Sep.",Brasil,1 - 0,Ecuador,209
"Jue., 4 de Jul.",Argentina,1 - 1Argentina ganó 4-2 en penales,Ecuador,209
"Dom., 30 de Jun.",México,0 - 0,Ecuador,209
"Mié., 26 de Jun.",Ecuador,3 - 1,Jamaica,209
"Sáb., 22 de Jun.",Ecuador,1 - 2,Venezuela,209
"Dom., 16 de Jun.",Ecuador,2 - 1,Honduras,209
"Lun., 8 de Jun.",Países Bajos,2 - 1,Uzbekistán,449
"Mié., 3 de Jun.",Países Bajos,0 - 1,Argelia,449
"Mar., 31 de Mar.",Países Bajos,1 - 1,Ecuador,449
"Vie., 27 de Mar.",Países Bajos,2 - 1,Noruega,449
"Lun., 17 de Nov.",Países Bajos,4 - 0,Lituania,449
"Vie., 14 de Nov.",Polonia,1 - 1,Países Bajos,449
"Dom., 12 de Oct.",Países Bajos,4 - 0,Finlandia,449
"Jue., 9 de Oct.",Malta,0 - 4,Países Bajos,449
"Dom., 7 de Sep.",Lituania,2 - 3,Países Bajos,449
"Jue., 4 de Sep.",Países Bajos,1 - 1,Polonia,449
"Mar., 10 de Jun.",Países Bajos,8 - 0,Malta,449
"Sáb., 7 de Jun.",Finlandia,0 - 2,Países Bajos,449
"Dom., 23 de Mar.",España,3 - 3Vuelta · Empate 5-5 en marcador global · España ganó 5-4 en penales,Países Bajos,449
"Jue., 20 de Mar.",Países Bajos,2 - 2Ida,España,449
"Mar., 19 de Nov.",Bosnia y Herzegovina,1 - 1,Países Bajos,449
"Sáb., 16 de Nov.",Países Bajos,4 - 0,Hungría,449
"Lun., 14 de Oct.",Alemania,1 - 0,Países Bajos,449
"Vie., 11 de Oct.",Hungría,1 - 1,Países Bajos,449
"Mar., 10 de Sep.",Países Bajos,2 - 2,Alemania,449
"Sáb., 7 de Sep.",Países Bajos,5 - 2,Bosnia y Herzegovina,449
"Mié., 10 de Jul.",Países Bajos,1 - 2,Inglaterra,449
"Sáb., 6 de Jul.",Países Bajos,2 - 1,Turquía,449
"Mar., 2 de Jul.",Rumania,0 - 3,Países Bajos,449
"Mar., 25 de Jun.",Países Bajos,2 - 3,Austria,449
"Vie., 21 de Jun.",Países Bajos,0 - 0,Francia,449
"Dom., 31 de May.",Japón,1 - 0,Islandia,627
"Mar., 31 de Mar.",Inglaterra,0 - 1,Japón,627
"Sáb., 28 de Mar.",Escocia,0 - 1,Japón,627
"Mar., 18 de Nov.",Japón,3 - 0,Bolívia,627
"Vie., 14 de Nov.",Japón,2 - 0,Ghana,627
"Mar., 14 de Oct.",Japón,3 - 2,Brasil,627
"Vie., 10 de Oct.",Japón,2 - 2,Paraguay,627
"Mar., 9 de Sep.",Estados Unidos,2 - 0,Japón,627
"Sáb., 6 de Sep.",México,0 - 0,Japón,627
"Mar., 10 de Jun.",Japón,6 - 0,Indonesia,627
"Jue., 5 de Jun.",Australia,1 - 0,Japón,627
"Mar., 25 de Mar.",Japón,0 - 0,Arabia Saudita,627
"Jue., 20 de Mar.",Japón,2 - 0,Baréin,627
"Mar., 19 de Nov.",China,1 - 3,Japón,627
"Vie., 15 de Nov.",Indonesia,0 - 4,Japón,627
"Mar., 15 de Oct.",Japón,1 - 1,Australia,627
"Jue., 10 de Oct.",Arabia Saudita,0 - 2,Japón,627
"Mar., 10 de Sep.",Baréin,0 - 5,Japón,627
"Jue., 5 de Sep.",Japón,7 - 0,China,627
"Mar., 11 de Jun.",Japón,5 - 0,Siria,627
"Jue., 6 de Jun.",Birmania,0 - 5,Japón,627
"Mar., 26 de Mar.",Corea del Norte,0 - 3,Japón,627
"Jue., 21 de Mar.",Japón,1 - 0,Corea del Norte,627
"Sáb., 3 de Feb.",Irán,2 - 1,Japón,627
"Mié., 31 de Ene.",Baréin,1 - 3,Japón,627
"Jue., 4 de Jun.",Suecia,2 - 2,Grecia,466
"Lun., 1 de Jun.",Noruega,3 - 1,Suecia,466
"Mar., 31 de Mar.",Suecia,3 - 2,Polonia,466
"Jue., 26 de Mar.",Ucrania,1 - 3,Suecia,466
"Mar., 18 de Nov.",Suecia,1 - 1,Eslovenia,466
"Sáb., 15 de Nov.",Suiza,4 - 1,Suecia,466
"Lun., 13 de Oct.",Suecia,0 - 1,Kosovo,466
"Vie., 10 de Oct.",Suecia,0 - 2,Suiza,466
"Lun., 8 de Sep.",Kosovo,2 - 0,Suecia,466
"Vie., 5 de Sep.",Eslovenia,2 - 2,Suecia,466
"Mar., 10 de Jun.",Suecia,4 - 3,Argelia,466
"Vie., 6 de Jun.",Hungría,0 - 2,Suecia,466
"Mar., 25 de Mar.",Suecia,5 - 1,Irlanda del Norte,466
"Sáb., 22 de Mar.",Luxemburgo,1 - 0,Suecia,466
"Mar., 19 de Nov.",Suecia,6 - 0,Azerbaiyán,466
"Sáb., 16 de Nov.",Suecia,2 - 1,Eslovaquia,466
"Lun., 14 de Oct.",Estonia,0 - 3,Suecia,466
"Vie., 11 de Oct.",Eslovaquia,2 - 2,Suecia,466
"Dom., 8 de Sep.",Suecia,3 - 0,Estonia,466
"Jue., 5 de Sep.",Azerbaiyán,1 - 3,Suecia,466
"Sáb., 8 de Jun.",Suecia,0 - 3,Serbia,466
"Mié., 5 de Jun.",Dinamarca,2 - 1,Suecia,466
"Lun., 25 de Mar.",Suecia,1 - 0,Albania,466
"Jue., 21 de Mar.",Portugal,5 - 2,Suecia,466
"Vie., 12 de Ene.",Suecia,2 - 1,Estonia,466
"Sáb., 6 de Jun.",Bélgica,5 - 0,Túnez,659
"Lun., 1 de Jun.",Austria,1 - 0,Túnez,659
"Mar., 31 de Mar.",Canadá,0 - 0,Túnez,659
"Sáb., 28 de Mar.",Haití,0 - 1,Túnez,659
"Sáb., 3 de Ene.",Mali,1 - 1Mali ganó 3-2 en penales,Túnez,659
"Mar., 30 de Dic.",Tanzania,1 - 1,Túnez,659
"Sáb., 27 de Dic.",Nigeria,3 - 2,Túnez,659
"Mar., 23 de Dic.",Túnez,3 - 1,Uganda,659
"Jue., 18 de Dic.",Túnez,2 - 1,Botswana,659
"Mar., 18 de Nov.",Brasil,1 - 1,Túnez,659
"Vie., 14 de Nov.",Túnez,3 - 2,Jordania,659
"Mié., 12 de Nov.",Túnez,1 - 1,Mauritania,659
"Lun., 13 de Oct.",Túnez,3 - 0,Namibia,659
"Vie., 10 de Oct.",Sao Tome and Principe,0 - 6,Túnez,659
"Lun., 8 de Sep.",Equatorial Guinea,0 - 1,Túnez,659
"Jue., 4 de Sep.",Túnez,3 - 0,Liberia,659
"Vie., 6 de Jun.",Marruecos,2 - 0,Túnez,659
"Lun., 2 de Jun.",Túnez,2 - 0,Burkina Faso,659
"Lun., 24 de Mar.",Túnez,2 - 0,Malawi,659
"Mié., 19 de Mar.",Liberia,0 - 1,Túnez,659
"Lun., 18 de Nov.",Túnez,0 - 1,Gambia,659
"Jue., 14 de Nov.",Madagascar,2 - 3,Túnez,659
"Mar., 15 de Oct.",Comoros,1 - 1,Túnez,659
"Vie., 11 de Oct.",Túnez,0 - 1,Comoros,659
"Dom., 8 de Sep.",Gambia,1 - 2,Túnez,659
"Sáb., 6 de Jun.",Bélgica,5 - 0,Túnez,459
"Mar., 2 de Jun.",Croacia,0 - 2,Bélgica,459
"Mar., 31 de Mar.",México,1 - 1,Bélgica,459
"Sáb., 28 de Mar.",Estados Unidos,2 - 5,Bélgica,459
"Mar., 18 de Nov.",Bélgica,7 - 0,Liechtenstein,459
"Sáb., 15 de Nov.",Kazajistán,1 - 1,Bélgica,459
"Lun., 13 de Oct.",Gales,2 - 4,Bélgica,459
"Vie., 10 de Oct.",Bélgica,0 - 0,North Macedonia,459
"Dom., 7 de Sep.",Bélgica,6 - 0,Kazajistán,459
"Jue., 4 de Sep.",Liechtenstein,0 - 6,Bélgica,459
"Lun., 9 de Jun.",Bélgica,4 - 3,Gales,459
"Vie., 6 de Jun.",North Macedonia,1 - 1,Bélgica,459
"Dom., 23 de Mar.",Bélgica,3 - 0Vuelta · Bélgica gana 4-3 en marcador global,Ucrania,459
"Jue., 20 de Mar.",Ucrania,3 - 1Ida,Bélgica,459
"Dom., 17 de Nov.",Israel,1 - 0,Bélgica,459
"Jue., 14 de Nov.",Bélgica,0 - 1,Italia,459
"Lun., 14 de Oct.",Bélgica,1 - 2,Francia,459
"Jue., 10 de Oct.",Italia,2 - 2,Bélgica,459
"Lun., 9 de Sep.",Francia,2 - 0,Bélgica,459
"Vie., 6 de Sep.",Bélgica,3 - 1,Israel,459
"Lun., 1 de Jul.",Francia,1 - 0,Bélgica,459
"Mié., 26 de Jun.",Ucrania,0 - 0,Bélgica,459
"Sáb., 22 de Jun.",Bélgica,2 - 0,Rumania,459
"Lun., 17 de Jun.",Bélgica,0 - 1,Eslovaquia,459
"Sáb., 8 de Jun.",Bélgica,3 - 0,Luxemburgo,459
"Sáb., 6 de Jun.",Brasil,2 - 1,Egipto,2620
"Jue., 28 de May.",Egipto,1 - 0,Rusia,2620
"Mar., 31 de Mar.",España,0 - 0,Egipto,2620
"Vie., 27 de Mar.",Arabia Saudita,0 - 4,Egipto,2620
"Sáb., 17 de Ene.",Egipto,0 - 0Nigeria ganó 4-2 en penales,Nigeria,2620
"Mié., 14 de Ene.",Senegal,1 - 0,Egipto,2620
"Sáb., 10 de Ene.",Egipto,3 - 2,Costa de Marfil,2620
"Lun., 5 de Ene.",Egipto,3 - 1,Benin,2620
"Lun., 29 de Dic.",Angola,0 - 0,Egipto,2620
"Vie., 26 de Dic.",Egipto,1 - 0,Sudáfrica,2620
"Lun., 22 de Dic.",Egipto,2 - 1,Zimbabwe,2620
"Mar., 16 de Dic.",Egipto,2 - 1,Nigeria,2620
"Lun., 17 de Nov.",Egipto,1 - 1,Cabo Verde,2620
"Vie., 14 de Nov.",Egipto,0 - 2,Uzbekistán,2620
"Dom., 12 de Oct.",Egipto,1 - 0,Guinea-Bissau,2620
"Mié., 8 de Oct.",Djibouti,0 - 3,Egipto,2620
"Mar., 9 de Sep.",Burkina Faso,0 - 0,Egipto,2620
"Vie., 5 de Sep.",Egipto,2 - 0,Ethiopia,2620
"Mar., 25 de Mar.",Egipto,1 - 0,Sierra Leone,2620
"Vie., 21 de Mar.",Ethiopia,0 - 2,Egipto,2620
"Dom., 9 de Mar.",Egipto,1 - 3Vuelta · Sudáfrica gana 4-2 en marcador global,Sudáfrica,2620
"Dom., 2 de Mar.",Sudáfrica,1 - 1Ida,Egipto,2620
"Mar., 19 de Nov.",Egipto,1 - 1,Botswana,2620
"Vie., 15 de Nov.",Cabo Verde,1 - 1,Egipto,2620
"Mar., 15 de Oct.",Mauritania,0 - 1,Egipto,2620
"Jue., 4 de Jun.",Irán,2 - 0,Mali,469
"Vie., 29 de May.",Irán,0 - 0,Gambia,469
"Mar., 31 de Mar.",Irán,5 - 0,Costa Rica,469
"Vie., 27 de Mar.",Irán,1 - 2,Nigeria,469
"Mar., 18 de Nov.",Uzbekistán,0 - 0Uzbekistán ganó 4-3 en penales,Irán,469
"Jue., 13 de Nov.",Irán,0 - 0Irán ganó 5-4 en penales,Cabo Verde,469
"Mar., 14 de Oct.",Irán,2 - 0,Tanzania,469
"Vie., 10 de Oct.",Rusia,2 - 1,Irán,469
"Mar., 10 de Jun.",Irán,3 - 0,Corea del Norte,469
"Jue., 5 de Jun.",Qatar,1 - 0,Irán,469
"Mar., 25 de Mar.",Irán,2 - 2,Uzbekistán,469
"Jue., 20 de Mar.",Irán,2 - 0,Emiratos Árabes Unidos,469
"Mar., 19 de Nov.",Kirguistán,2 - 3,Irán,469
"Jue., 14 de Nov.",Corea del Norte,2 - 3,Irán,469
"Mar., 15 de Oct.",Irán,4 - 1,Qatar,469
"Jue., 10 de Oct.",Uzbekistán,0 - 0,Irán,469
"Mar., 10 de Sep.",Emiratos Árabes Unidos,0 - 1,Irán,469
"Jue., 5 de Sep.",Irán,1 - 0,Kirguistán,469
"Mar., 11 de Jun.",Irán,0 - 0,Uzbekistán,469
"Jue., 6 de Jun.",Hong Kong,2 - 4,Irán,469
"Mar., 26 de Mar.",Turkmenistán,0 - 1,Irán,469
"Jue., 21 de Mar.",Irán,5 - 0,Turkmenistán,469
"Mié., 7 de Feb.",Irán,2 - 3,Qatar,469
"Sáb., 3 de Feb.",Irán,2 - 1,Japón,469
"Mié., 31 de Ene.",Irán,1 - 1Irán ganó 5-3 en penales,Siria,469
"Sáb., 6 de Jun.",Inglaterra,1 - 0,Nueva Zelanda,2666
"Mar., 2 de Jun.",Haití,4 - 0,Nueva Zelanda,2666
"Lun., 30 de Mar.",Nueva Zelanda,4 - 1,Chile,2666
"Vie., 27 de Mar.",Nueva Zelanda,0 - 2,Finlandia,2666
"Mar., 18 de Nov.",Ecuador,2 - 0,Nueva Zelanda,2666
"Sáb., 15 de Nov.",Colombia,2 - 1,Nueva Zelanda,2666
"Mar., 14 de Oct.",Noruega,1 - 1,Nueva Zelanda,2666
"Jue., 9 de Oct.",Polonia,1 - 0,Nueva Zelanda,2666
"Mar., 9 de Sep.",Nueva Zelanda,1 - 3,Australia,2666
"Vie., 5 de Sep.",Australia,1 - 0,Nueva Zelanda,2666
"Mar., 10 de Jun.",Nueva Zelanda,1 - 2,Ucrania,2666
"Sáb., 7 de Jun.",Costa de Marfil,0 - 1,Nueva Zelanda,2666
"Lun., 24 de Mar.",Nueva Caledonia,0 - 3,Nueva Zelanda,2666
"Vie., 21 de Mar.",Nueva Zelanda,7 - 0,Fiji,2666
"Lun., 18 de Nov.",Samoa,0 - 8,Nueva Zelanda,2666
"Vie., 15 de Nov.",Nueva Zelanda,8 - 1,Vanuatu,2666
"Lun., 14 de Oct.",Nueva Zelanda,4 - 0,Malasia,2666
"Jue., 10 de Oct.",Nueva Zelanda,3 - 0,Tahiti,2666
"Mar., 10 de Sep.",Estados Unidos,1 - 1,Nueva Zelanda,2666
"Sáb., 7 de Sep.",México,3 - 0,Nueva Zelanda,2666
"Mar., 26 de Mar.",Nueva Zelanda,0 - 0Túnez ganó 4-2 en penales,Túnez,2666
"Vie., 22 de Mar.",Egipto,1 - 0,Nueva Zelanda,2666
"Mar., 21 de Nov.",Irlanda,1 - 1,Nueva Zelanda,2666
"Vie., 17 de Nov.",Grecia,2 - 0,Nueva Zelanda,2666
"Mar., 17 de Oct.",Australia,2 - 0,Nueva Zelanda,2666
"Lun., 8 de Jun.",Perú,1 - 3,España,164
"Jue., 4 de Jun.",España,1 - 1,Irak,164
"Mar., 31 de Mar.",España,0 - 0,Egipto,164
"Vie., 27 de Mar.",España,3 - 0,Serbia,164
"Mar., 18 de Nov.",España,2 - 2,Turquía,164
"Sáb., 15 de Nov.",Georgia,0 - 4,España,164
"Mar., 14 de Oct.",España,4 - 0,Bulgaria,164
"Sáb., 11 de Oct.",España,2 - 0,Georgia,164
"Dom., 7 de Sep.",Turquía,0 - 6,España,164
"Jue., 4 de Sep.",Bulgaria,0 - 3,España,164
"Dom., 8 de Jun.",Portugal,2 - 2Portugal ganó 5-3 en penales,España,164
"Jue., 5 de Jun.",España,5 - 4,Francia,164
"Dom., 23 de Mar.",España,3 - 3Vuelta · Empate 5-5 en marcador global · España ganó 5-4 en penales,Países Bajos,164
"Jue., 20 de Mar.",Países Bajos,2 - 2Ida,España,164
"Lun., 18 de Nov.",España,3 - 2,Suiza,164
"Vie., 15 de Nov.",Dinamarca,1 - 2,España,164
"Mar., 15 de Oct.",España,3 - 0,Serbia,164
"Sáb., 12 de Oct.",España,1 - 0,Dinamarca,164
"Dom., 8 de Sep.",Suiza,1 - 4,España,164
"Jue., 5 de Sep.",Serbia,0 - 0,España,164
"Dom., 14 de Jul.",España,2 - 1,Inglaterra,164
"Mar., 9 de Jul.",España,2 - 1,Francia,164
"Vie., 5 de Jul.",España,2 - 1,Alemania,164
"Dom., 30 de Jun.",España,4 - 1,Georgia,164
"Lun., 24 de Jun.",Albania,0 - 1,España,164
"Dom., 31 de May.",Cabo Verde,3 - 0,Serbia,2597
"Dom., 29 de Mar.",Cabo Verde,1 - 1Cabo Verde ganó 4-2 en penales,Finlandia,2597
"Jue., 26 de Mar.",Chile,4 - 2,Cabo Verde,2597
"Lun., 17 de Nov.",Egipto,1 - 1,Cabo Verde,2597
"Jue., 13 de Nov.",Irán,0 - 0Irán ganó 5-4 en penales,Cabo Verde,2597
"Lun., 13 de Oct.",Cabo Verde,3 - 0,Eswatini,2597
"Mié., 8 de Oct.",Libia,3 - 3,Cabo Verde,2597
"Mar., 9 de Sep.",Cabo Verde,1 - 0,Camerún,2597
"Jue., 4 de Sep.",Mauricio,0 - 2,Cabo Verde,2597
"Dom., 8 de Jun.",Georgia,1 - 1,Cabo Verde,2597
"Mar., 3 de Jun.",Malasia,0 - 3,Cabo Verde,2597
"Jue., 29 de May.",Malasia,1 - 1,Cabo Verde,2597
"Mar., 25 de Mar.",Angola,1 - 2,Cabo Verde,2597
"Jue., 20 de Mar.",Cabo Verde,1 - 0,Mauricio,2597
"Mar., 19 de Nov.",Mauritania,1 - 0,Cabo Verde,2597
"Vie., 15 de Nov.",Cabo Verde,1 - 1,Egipto,2597
"Mar., 15 de Oct.",Botswana,1 - 0,Cabo Verde,2597
"Jue., 10 de Oct.",Cabo Verde,0 - 1,Botswana,2597
"Mar., 10 de Sep.",Cabo Verde,2 - 0,Mauritania,2597
"Vie., 6 de Sep.",Egipto,3 - 0,Cabo Verde,2597
"Mar., 11 de Jun.",Cabo Verde,1 - 0,Libia,2597
"Sáb., 8 de Jun.",Camerún,4 - 1,Cabo Verde,2597
"Lun., 25 de Mar.",Cabo Verde,1 - 0,Equatorial Guinea,2597
"Jue., 21 de Mar.",Cabo Verde,1 - 0,Guyana,2597
"Sáb., 3 de Feb.",Cabo Verde,0 - 0Sudáfrica ganó 2-1 en penales,Sudáfrica,2597
"Mar., 9 de Jun.",Arabia Saudita,0 - 0,Senegal,655
"Vie., 5 de Jun.",Puerto Rico,0 - 3,Arabia Saudita,655
"Sáb., 30 de May.",Ecuador,2 - 1,Arabia Saudita,655
"Mar., 31 de Mar.",Serbia,2 - 1,Arabia Saudita,655
"Vie., 27 de Mar.",Arabia Saudita,0 - 4,Egipto,655
"Mar., 18 de Nov.",Arabia Saudita,0 - 2,Argelia,655
"Vie., 14 de Nov.",Arabia Saudita,1 - 0,Costa de Marfil,655
"Mar., 14 de Oct.",Arabia Saudita,0 - 0,Irak,655
"Mié., 8 de Oct.",Indonesia,2 - 3,Arabia Saudita,655
"Lun., 8 de Sep.",Chequia,1 - 1,Arabia Saudita,655
"Jue., 4 de Sep.",Arabia Saudita,2 - 1,North Macedonia,655
"Sáb., 28 de Jun.",México,2 - 0,Arabia Saudita,655
"Dom., 22 de Jun.",Arabia Saudita,1 - 1,Trinidad y Tobago,655
"Jue., 19 de Jun.",Arabia Saudita,0 - 1,Estados Unidos,655
"Dom., 15 de Jun.",Haití,0 - 1,Arabia Saudita,655
"Mar., 10 de Jun.",Arabia Saudita,1 - 2,Australia,655
"Jue., 5 de Jun.",Baréin,0 - 2,Arabia Saudita,655
"Vie., 30 de May.",Arabia Saudita,2 - 0,Jordania,655
"Mar., 25 de Mar.",Japón,0 - 0,Arabia Saudita,655
"Jue., 20 de Mar.",Arabia Saudita,1 - 0,China,655
"Mar., 31 de Dic.",Omán,2 - 1,Arabia Saudita,655
"Sáb., 28 de Dic.",Irak,1 - 3,Arabia Saudita,655
"Mié., 25 de Dic.",Yemen,2 - 3,Arabia Saudita,655
"Dom., 22 de Dic.",Arabia Saudita,2 - 3,Baréin,655
"Mar., 17 de Dic.",Arabia Saudita,3 - 1,Trinidad y Tobago,655
"Mar., 31 de Mar.",Argelia,0 - 0,Uruguay,212
"Vie., 27 de Mar.",Inglaterra,1 - 1,Uruguay,212
"Mar., 18 de Nov.",Estados Unidos,5 - 1,Uruguay,212
"Sáb., 15 de Nov.",México,0 - 0,Uruguay,212
"Lun., 13 de Oct.",Uzbekistán,1 - 2,Uruguay,212
"Vie., 10 de Oct.",Uruguay,1 - 0,República Dominicana,212
"Mar., 9 de Sep.",Chile,0 - 0,Uruguay,212
"Jue., 4 de Sep.",Uruguay,3 - 0,Perú,212
"Mar., 10 de Jun.",Uruguay,2 - 0,Venezuela,212
"Jue., 5 de Jun.",Paraguay,2 - 0,Uruguay,212
"Mar., 25 de Mar.",Bolívia,0 - 0,Uruguay,212
"Vie., 21 de Mar.",Uruguay,0 - 1,Argentina,212
"Mar., 19 de Nov.",Brasil,1 - 1,Uruguay,212
"Vie., 15 de Nov.",Uruguay,3 - 2,Colombia,212
"Mar., 15 de Oct.",Uruguay,0 - 0,Ecuador,212
"Vie., 11 de Oct.",Perú,1 - 0,Uruguay,212
"Mar., 10 de Sep.",Venezuela,0 - 0,Uruguay,212
"Vie., 6 de Sep.",Uruguay,0 - 0,Paraguay,212
"Dom., 1 de Sep.",Uruguay,1 - 1,Guatemala,212
"Sáb., 13 de Jul.",Canadá,2 - 2Uruguay ganó 4-3 en penales,Uruguay,212
"Mié., 10 de Jul.",Uruguay,0 - 1,Colombia,212
"Sáb., 6 de Jul.",Uruguay,0 - 0Uruguay ganó 4-2 en penales,Brasil,212
"Lun., 1 de Jul.",Estados Unidos,0 - 1,Uruguay,212
"Jue., 27 de Jun.",Uruguay,5 - 0,Bolívia,212
"Dom., 23 de Jun.",Uruguay,3 - 1,Panamá,212
"Lun., 8 de Jun.",Francia,3 - 1,Irlanda del Norte,478
"Jue., 4 de Jun.",Francia,1 - 2,Costa de Marfil,478
"Dom., 29 de Mar.",Colombia,1 - 3,Francia,478
"Jue., 26 de Mar.",Brasil,1 - 2,Francia,478
"Dom., 16 de Nov.",Azerbaiyán,1 - 3,Francia,478
"Jue., 13 de Nov.",Francia,4 - 0,Ucrania,478
"Lun., 13 de Oct.",Islandia,2 - 2,Francia,478
"Vie., 10 de Oct.",Francia,3 - 0,Azerbaiyán,478
"Mar., 9 de Sep.",Francia,2 - 1,Islandia,478
"Vie., 5 de Sep.",Ucrania,0 - 2,Francia,478
"Dom., 8 de Jun.",Alemania,0 - 2,Francia,478
"Jue., 5 de Jun.",España,5 - 4,Francia,478
