equipo,ataque_est,ataque_sd,Q2.5.x,Q97.5.x,defensa_est,defensa_sd,Q2.5.y,Q97.5.y,fuerza_neta,modelo
Scotland,-0.001031602404798312,0.08340225471958493,-0.1888345131504068,0.17946644628006655,0.004362526617355076,0.08911575080460395,-0.1834238725891969,0.20250430942711423,-0.005394129022153388,B_wc_vs_wc
Netherlands,0.011685817784031008,0.08280952967816275,-0.15340642081645245,0.20853344332226145,0.017297260920082495,0.090667912939575,-0.1529929882883052,0.23491182785167739,-0.005611443136051487,B_wc_vs_wc
South Africa,-0.015623381725340871,0.08669641379897872,-0.2278073293386412,0.14863445126823915,-0.00918179414004898,0.09016451455066452,-0.21449980471908692,0.1752072213929928,-0.006441587585291892,B_wc_vs_wc
Norway,9.433740607952393e-4,0.0838207729286725,-0.1808830165519863,0.18669374792581517,0.008457336915374373,0.0910150680824234,-0.17985509879936057,0.2223351583466658,-0.007513962854579134,B_wc_vs_wc
Uruguay,-0.020844478359152013,0.08391668909186722,-0.22668842650970256,0.13220689020820192,-0.011683484206255043,0.0883015337666706,-0.2177497569944738,0.1626820800718591,-0.00916099415289697,B_wc_vs_wc
United States,0.0035985046386465607,0.07777161114710666,-0.1624566276508559,0.17957607820230598,0.014164127562485081,0.08660002180369296,-0.157887157681416,0.22010373119905993,-0.01056562292383852,B_wc_vs_wc
Iraq,-0.027290768933028908,0.09007587015323781,-0.265846748931975,0.12415411256851722,-0.015927718227690416,0.09004561170241315,-0.23248933834575986,0.15562633764457318,-0.011363050705338492,B_wc_vs_wc
Jordan,-0.006922608683094403,0.0819845423084173,-0.19310158832620872,0.16395840974487833,0.005458836437201725,0.085287623897722,-0.17200897728065312,0.1992977152778508,-0.012381445120296129,B_wc_vs_wc
Iran,-0.0181924301615845,0.0839471052222863,-0.2234344885372006,0.13891958438498228,-0.0028887596390495163,0.0902288071473215,-0.20544604867507996,0.18949965632273205,-0.015303670522534982,B_wc_vs_wc
Ghana,-0.005046157677073966,0.084911608755733,-0.19731665340024898,0.1715789394554168,0.010395662947495027,0.08950305881955116,-0.17157339577954375,0.22114397688234055,-0.015441820624568992,B_wc_vs_wc
Senegal,-0.0021961691538849555,0.08290849433376422,-0.18617237875310058,0.1744359685552201,0.0145306519608651,0.08889594288133601,-0.16050696709079434,0.22840612077328779,-0.016726821114750056,B_wc_vs_wc
Qatar,-0.0018858079281966567,0.08242882540379146,-0.18027138859992475,0.17607552323480335,0.024866132137581144,0.09215744526463987,-0.14143556992496484,0.2517864322980463,-0.0267519400657778,B_wc_vs_wc
New Zealand,-0.0189062021692644,0.08949444665611364,-0.24250525248900232,0.145893297131099,0.009025480774042654,0.0900499676379468,-0.1738896331398762,0.21669478262100833,-0.027931682943307057,B_wc_vs_wc
Turkey,0.008436596005441086,0.08407926506656496,-0.16486055416462128,0.19911106842085716,0.03917700884361487,0.09682924847420381,-0.11705923363843809,0.2952587549262524,-0.030740412838173786,B_wc_vs_wc
Haiti,-0.001356956348526145,0.08413811150399325,-0.18667851921385895,0.18183786931219803,0.029856622951791763,0.09861716097399319,-0.14097896524388068,0.2798081434029008,-0.031213579300317908,B_wc_vs_wc
Panama,-0.006673945824993702,0.0847013467478237,-0.19801896663600005,0.17029992625810442,0.024646866652155472,0.09284443787102022,-0.14072057781452782,0.2584164329965371,-0.03132081247714917,B_wc_vs_wc
Czech Republic,-0.011796263400007844,0.0847319036171102,-0.21934867503667468,0.15561548789112944,0.022583560519358135,0.09215995432516332,-0.1465350589858461,0.24925701923736804,-0.034379823919365976,B_wc_vs_wc
Sweden,-0.0041900535520985795,0.08418639025317143,-0.20202582694602386,0.17217301069137908,0.03621370623883034,0.09685473921337849,-0.12151508223651618,0.288928722646407,-0.040403759790928924,B_wc_vs_wc
